Gene,Pathway_Count,Mean_NES,Strongest_NES
LAS1L,5,-1.811445175952836,1.93439154816925
NSA2,5,-1.811445175952836,1.93439154816925
PES1,5,-1.811445175952836,1.93439154816925
RPL7L1,5,-1.811445175952836,1.93439154816925
WDR12,5,-1.811445175952836,1.93439154816925
WDR74,5,-1.811445175952836,1.93439154816925
HAGH,5,-1.682015492772152,1.91554685070577
EFNB3,5,1.706053567180158,1.90988691437547
LAMA2,5,1.688058549918668,1.90988691437547
LHX4,5,1.6986921820096301,1.90988691437547
MATN2,5,1.720896948416404,1.90988691437547
RUVBL2,5,-1.710398959117538,1.90912950832783
SYNCRIP,5,-1.626846057121174,1.90242162986121
GCAT,5,-1.530616768324204,1.86040108456275
HDC,5,-1.530616768324204,1.86040108456275
SARDH,5,-1.53746572715312,1.86040108456275
MGST1,5,-1.572245894225926,1.84987684047058
OSBPL10,5,-1.580567354941158,1.8475024210576
METTL5,5,-1.71872978857331,1.83877677179267
PRMT5,5,-1.73068800712936,1.83877677179267
RPUSD2,5,-1.71872978857331,1.83877677179267
WDR77,5,-1.73068800712936,1.83877677179267
PALM,5,1.622792776563712,1.80064080740009
MAN2A1,5,-1.593344592600438,1.79223133789336
CRHBP,5,1.593792123199924,1.79200868483243
SLC1A3,5,1.625168426296886,1.79200868483243
VCAM1,5,1.579528495684984,1.78685896219322
PTPN11,5,-1.556667440554672,1.76712591012317
FKBPL,5,1.581471129806692,1.75587428465578
KLF10,5,1.504057845105044,1.75198404173129
SORT1,5,1.6015235173359639,1.74421674271642
ATP8A2,5,1.6313785111243742,1.74404340020384
STMN1,5,1.591714611618926,1.74404340020384
KIF18B,5,1.590578319083376,1.72991752580885
KCNC1,5,1.501146269743628,1.72887143517901
ADAMTS7,5,1.59253309291284,1.71800106759615
FSTL1,5,1.6015468864381939,1.71800106759615
GPR155,5,1.6015468864381939,1.71800106759615
GAB1,5,1.563498840892362,1.71488087704745
DDHD2,5,-1.557103551129758,1.71213600949363
GLUD2,5,-1.512140321733614,1.70139533812548
SLC46A1,5,-1.585697059025906,1.70139533812548
RELA,5,1.609427968065404,1.69814864501545
FRAT1,5,1.615993852597464,1.6928118403035
GPC5,5,1.615993852597464,1.6928118403035
GRB10,5,1.555471046201976,1.6928118403035
NDRG2,5,1.532445588074796,1.6928118403035
NRBP2,5,1.615993852597464,1.6928118403035
PPM1B,5,1.615993852597464,1.6928118403035
RNF146,5,1.615993852597464,1.6928118403035
AGMAT,5,-1.52768522315163,1.69173038530956
TMEM98,5,1.548408784014204,1.69114966581751
ADORA3,5,1.517552795016982,1.68345701223339
PRKCG,5,1.5739879482613681,1.68345701223339
PHF19,5,1.54118427193834,1.67955295230531
SIX5,5,1.4965879214086741,1.67119554137631
TBL1XR1,5,-1.484102742967462,1.66609908485606
PSMC3IP,5,1.503404523122078,1.66459897472865
PTTG1,5,1.503404523122078,1.66459897472865
ZCWPW1,5,1.523926546064528,1.66459897472865
CUL9,5,1.539636608289884,1.66057112720873
EML1,5,1.563992029821752,1.65765867730336
ZNF512B,5,1.57269400003924,1.65257634611155
LTBP1,5,1.550786356565178,1.6525463262626
ZFAND5,5,1.484436027783334,1.64899729633339
TFCP2L1,5,1.556597257031692,1.62970274900329
IGFBP7,5,1.517315361638734,1.6214402424485
OSGIN2,5,1.570092196884458,1.6214402424485
TCHP,5,1.570092196884458,1.6214402424485
TSPYL2,5,1.570092196884458,1.6214402424485
NPR3,5,1.531720875862664,1.61805778494403
CTDSP1,5,1.495418917260462,1.61722880878282
NLRC3,5,1.493355687590616,1.60781758283448
PLCD3,5,1.50337961799869,1.59184332141631
PLOD3,5,-1.475171072991846,1.59053349648142
ACD,5,1.43343742571702,1.57304653212331
ARHGEF18,5,1.487083927451014,1.5676983125835
CGNL1,5,1.487083927451014,1.5676983125835
JAK1,5,1.519081102485302,1.5676983125835
PKIA,5,1.403495469123866,1.56498286352902
CD47,5,1.484895788052738,1.55675761559212
FOXJ2,5,1.50060174519706,1.55675761559212
TSPAN12,5,1.512139423808496,1.55675761559212
MFAP2,5,1.471240022056742,1.54791238278533
WDTC1,5,1.430095206532448,1.53445572064377
LRRC17,5,1.480418830657736,1.5289340385825
MIS18A,5,1.494993223678096,1.52761263210832
PHF8,5,1.449924465079978,1.52761263210832
AVIL,5,1.4577133024301179,1.51795143473642
PPP2R5B,5,1.48542871973272,1.51795143473642
CDC42EP1,5,1.44306252793179,1.51415663393136
CHSY1,5,1.47277408135044,1.5070228458637
SORBS3,5,1.471329562229462,1.48892648647574
BRD2,5,1.434602850932316,1.48700729775801
FASTKD1,4,-2.032477153514265,2.70059634875783
FASTKD5,4,-2.032477153514265,2.70059634875783
GATC,4,-2.04803731618621,2.70059634875783
IARS2,4,-2.04803731618621,2.70059634875783
LARS2,4,-2.04803731618621,2.70059634875783
PNPT1,4,-2.186280340836385,2.70059634875783
TACO1,4,-2.2343833817436174,2.70059634875783
TFAM,4,-2.08094070445819,2.70059634875783
GMDS,4,-2.0543611789103498,2.42123244465721
GMPPB,4,-2.0543611789103498,2.42123244465721
COX6B1,4,-2.1332641543306,2.34927142867772
COX7C,4,-2.2690115826119026,2.34927142867772
SDHAF2,4,-2.1769988172878447,2.34927142867772
UQCRQ,4,-2.2690115826119026,2.34927142867772
PAPSS1,4,-2.0470098960728675,2.3475505154948
PDHB,4,-2.0078920909930376,2.3475505154948
PDSS1,4,-1.9926187801417674,2.31401119809841
PDSS2,4,-1.9926187801417674,2.31401119809841
NDUFA2,4,-2.19821674896459,2.29136114084974
NDUFB4,4,-2.19821674896459,2.29136114084974
PDIA5,4,-1.905730405588995,2.29136114084974
LIPH,4,-1.807256532988295,2.26421603341546
MTMR7,4,-1.7586508437175126,2.26421603341546
PCYT1A,4,-1.7586508437175126,2.26421603341546
PCYT2,4,-1.7586508437175126,2.26421603341546
PDXK,4,-2.029626634002895,2.26421603341546
PI4K2B,4,-1.7586508437175126,2.26421603341546
PIK3C2A,4,-1.7586508437175126,2.26421603341546
PPIP5K2,4,-2.1058903299238123,2.26421603341546
PTEN,4,-1.7586508437175126,2.26421603341546
SGMS1,4,-1.84466331895287,2.26421603341546
SLC19A3,4,-1.9129279065571425,2.26421603341546
NAGA,4,-1.7778629086875926,2.22451074319049
PHKA1,4,-1.76041637844726,2.22451074319049
CYP2R1,4,-2.0453958231189775,2.19832069256979
SREBF1,4,-1.8665933127503949,2.19832069256979
ACSS3,4,-2.0251005511055924,2.18150617506625
DNAJA1,4,-1.789501386822145,2.1103327405401
SNRPB,4,-1.7143321462687475,2.10574794530627
SNRPD1,4,-1.7143321462687475,2.10574794530627
SNRPD2,4,-1.7143321462687475,2.10574794530627
SNRPG,4,-1.7143321462687475,2.10574794530627
SSB,4,-1.61711739484632,2.10574794530627
TGS1,4,-1.7143321462687475,2.10574794530627
RPS12,4,-1.8969632702862775,2.096494355046
RPS13,4,-1.8969632702862775,2.096494355046
RPS15A,4,-1.8969632702862775,2.096494355046
RPS23,4,-1.8969632702862775,2.096494355046
RPS27A,4,-1.8969632702862775,2.096494355046
AFG3L2,4,-1.7168108995816875,2.04942482875301
ATP6AP1,4,-1.8899178160016477,2.02642509382659
ATP6V1H,4,-1.8899178160016477,2.02642509382659
CLN5,4,-1.854329698649135,2.02642509382659
RNASEK,4,-1.8899178160016477,2.02642509382659
TCIRG1,4,-1.8899178160016477,2.02642509382659
HSD17B1,4,-1.7831694217495875,2.02223800619612
HSD3B1,4,-1.7831694217495875,2.02223800619612
HSD3B2,4,-1.786715226561235,2.02223800619612
CNPY2,4,-1.9588163985181275,2.01814021703776
LMAN2L,4,-1.7131102474223674,2.0132496647495
ABHD12B,4,-1.6836340889057149,2.01025647396351
SEC61A1,4,-1.9075346234180175,2.00459517895
TRAM2,4,-1.9075346234180175,2.00459517895
NCEH1,4,-1.8363552973909676,1.99769736731631
TYRP1,4,-1.8845221573861775,1.97705264457486
SLC39A14,4,-1.54484214019651,1.97238216203778
EPM2A,4,-1.6090166301052924,1.96946122274348
FUCA1,4,-1.58486450053102,1.96346864173989
NIP7,4,-1.8077449738108575,1.93439154816925
SLC7A11,4,-1.6897047097028124,1.91560157402905
ABCC4,4,-1.546079906191735,1.91554685070577
DBI,4,-1.6512206980964876,1.91554685070577
MGAT4A,4,-1.7668814892739,1.91554685070577
PCCB,4,-1.655297672026635,1.91554685070577
PHYH,4,-1.730687456885995,1.91554685070577
SLC25A16,4,-1.62077979533129,1.91554685070577
DPYSL5,4,1.7117027059168501,1.90988691437547
NEXN,4,1.8044847279923801,1.90988691437547
PCDHAC2,4,1.8044847279923801,1.90988691437547
UNC5D,4,1.748846004352665,1.90988691437547
CCT3,4,-1.7675481165575775,1.90912950832783
CCT5,4,-1.7675481165575775,1.90912950832783
CCT7,4,-1.7675481165575775,1.90912950832783
CCT8,4,-1.7675481165575775,1.90912950832783
EIF2S2,4,-1.6658539185835624,1.90242162986121
EIF3B,4,-1.6658539185835624,1.90242162986121
EIF3I,4,-1.6658539185835624,1.90242162986121
PCSK6,4,-1.6449374989146626,1.89972909435033
ARHGEF19,4,1.6883084081059725,1.89153060261138
DAAM1,4,1.73091786375197,1.89153060261138
FAT2,4,1.6395160031049176,1.88518252827797
PCDHB14,4,1.6535733799252574,1.88518252827797
N4BP2L2,4,1.602157604209875,1.86283688289286
GCSH,4,-1.54269488533724,1.86040108456275
IPCEF1,4,-1.6254841550591101,1.84987684047058
SRXN1,4,-1.6254841550591101,1.84987684047058
B2M,4,-1.7409767237691725,1.84493410178815
BAG4,4,-1.629621854505025,1.84493410178815
CMC1,4,-1.7271728866175076,1.84493410178815
CRYAB,4,-1.6111530028602776,1.84493410178815
HSP90AB1,4,-1.660716321814965,1.84493410178815
C1D,4,-1.7807085828987326,1.83877677179267
DDX21,4,-1.7807085828987326,1.83877677179267
DDX47,4,-1.7807085828987326,1.83877677179267
DDX49,4,-1.7807085828987326,1.83877677179267
EIF5B,4,-1.69420409076253,1.83877677179267
EXOSC2,4,-1.7807085828987326,1.83877677179267
FRG1,4,-1.7807085828987326,1.83877677179267
METTL18,4,-1.7807085828987326,1.83877677179267
MPHOSPH6,4,-1.7807085828987326,1.83877677179267
PIN4,4,-1.7807085828987326,1.83877677179267
PWP1,4,-1.7807085828987326,1.83877677179267
SUV39H1,4,-1.7807085828987326,1.83877677179267
YBEY,4,-1.7807085828987326,1.83877677179267
NUP93,4,1.68900972171185,1.83625629417504
BNIP3,4,-1.6012989096561374,1.81161855842197
ASS1,4,1.597623119799005,1.80135950990491
GABRB1,4,1.62154057549956,1.80068983496047
DNM3,4,1.6324379497057875,1.80064080740009
B4GALT1,4,-1.56364673837714,1.79223133789336
HOMER2,4,1.6117540155930474,1.79200868483243
DDX1,4,-1.54059146781566,1.75016032444523
NOL3,4,-1.6453549102740574,1.75016032444523
DYNLT3,4,1.5643161806088726,1.74903722501896
RAD21,4,1.5895940155606474,1.74903722501896
SPC25,4,1.58156753093699,1.74903722501896
MMP11,4,1.5852482412165925,1.74421674271642
PTGS2,4,1.56697055791945,1.74421674271642
B4GALT5,4,1.623498784664195,1.74404340020384
KIF13B,4,1.638990370654745,1.74404340020384
CENPK,4,1.63976713171585,1.72991752580885
RRS1,4,1.63976713171585,1.72991752580885
APOB,4,1.57800908462766,1.72069478474295
ROM1,4,1.5580316200534376,1.71993834048805
GDF6,4,1.63840459321532,1.71800106759615
ZBTB17,4,1.4717112329666475,1.7039776876654
ALDH5A1,4,-1.4925420280466626,1.70139533812548
MTHFS,4,-1.4925420280466626,1.70139533812548
NIT2,4,-1.4925420280466626,1.70139533812548
REG3G,4,1.5549327686204826,1.69702146411043
CD24,4,1.6378660855062426,1.6928118403035
PYGO1,4,1.613831196687425,1.6928118403035
SHISA6,4,1.66052906242979,1.6928118403035
TSC2,4,1.5653165719927125,1.6928118403035
BACE2,4,-1.5736707422671126,1.69173038530956
CASP3,4,-1.4980885514763524,1.69173038530956
KDSR,4,-1.6628118922993524,1.69173038530956
C1QTNF3,4,1.608200854055235,1.68345701223339
GNAO1,4,1.532707814977815,1.68345701223339
RIMS3,4,1.582786602074435,1.68345701223339
TACR2,4,1.5850785988255025,1.68345701223339
ZNF219,4,1.57010660003903,1.68285375720644
L3MBTL2,4,1.5606351841266801,1.67955295230531
MEF2D,4,1.5718072294369525,1.67119554137631
TMX1,4,-1.4730544755770474,1.66609908485606
GEM,4,1.523721535882275,1.66459897472865
FBXO41,4,1.521097482333615,1.66262763371911
SCN4A,4,1.6453192921208726,1.66254396014832
SLC12A4,4,1.49559996595765,1.66066376954317
DUOXA2,4,-1.5406578463226226,1.65779177487509
MELK,4,1.477319020507715,1.65765867730336
SPRED3,4,1.5330509701228876,1.65484249430478
BMP3,4,1.51651326609872,1.6525463262626
MYO1C,4,1.5751355005089775,1.650166398517
PLEKHA1,4,1.5015714449083575,1.64899729633339
STON1,4,1.5346363767928775,1.64899729633339
C3AR1,4,1.55148280226918,1.64542662857529
EPDR1,4,1.55723942432334,1.64349980182751
CIT,4,1.557727595572185,1.63728352565637
UBE2S,4,1.4306943425813825,1.62682597963663
CAPS2,4,1.4799650464548926,1.6218566009659
ITGA9,4,1.4760460686466126,1.61805778494403
KCNMB2,4,1.4582174736444176,1.61805778494403
CDK2AP2,4,1.490760036581615,1.61722880878282
CTDSPL,4,1.490760036581615,1.61722880878282
FBXO7,4,1.490760036581615,1.61722880878282
GCNT4,4,-1.4993782396229474,1.61466206776013
PXDN,4,1.5537726594682426,1.60910072467136
SERPINH1,4,1.4910920966106551,1.60910072467136
PAWR,4,1.4717734780198874,1.60781758283448
ZNF358,4,1.4611555570428225,1.57304653212331
ACP5,4,1.481517058065865,1.5708005704922
FOXM1,4,1.4078274431233448,1.56498286352902
C6,4,1.4781726805417275,1.55675761559212
ECM1,4,1.5087593889204949,1.55675761559212
EPN1,4,1.4808798291088199,1.55675761559212
PTGIS,4,1.5134478490919876,1.55675761559212
SASH1,4,1.5147926762303425,1.55675761559212
TLR3,4,1.51863975511932,1.55675761559212
MEGF11,4,1.50027865655036,1.54791238278533
MERTK,4,1.52006688274954,1.54791238278533
NR2E3,4,1.46248241142673,1.54791238278533
TGIF2,4,1.4735895089573652,1.54791238278533
DHH,4,1.4819824414660325,1.5289340385825
DNMT1,4,1.519260556044315,1.52761263210832
HDAC8,4,1.4892027131887224,1.52761263210832
MIS18BP1,4,1.4892027131887224,1.52761263210832
TDRD3,4,1.4892027131887224,1.52761263210832
PARVB,4,1.48903835793187,1.52569212198789
HIBADH,4,-1.4481706892645674,1.5239099829971
LGALS9,4,1.428773640936445,1.51256417874173
NAB1,4,1.46557262690874,1.5070228458637
NAB2,4,1.46557262690874,1.5070228458637
PHEX,4,1.4510818677984476,1.5070228458637
CCNF,4,1.398973483848405,1.49328681586652
ATF4,4,-1.4372501975092775,1.48230430027206
ARHGEF10L,4,1.4669303311678925,1.47907796956183
ASAP3,4,1.4669303311678925,1.47907796956183
FCHSD1,4,1.4252890014318975,1.46245685370202
GBA2,4,1.4252890014318975,1.46245685370202
PLEKHG2,4,1.4252890014318975,1.46245685370202
PLEKHH2,4,1.4252890014318975,1.46245685370202
SSH3,4,1.4252890014318975,1.46245685370202
DAP3,3,-2.36769241625361,2.70059634875783
FASTK,3,-2.2131244726797568,2.70059634875783
MRPL12,3,-2.4891718068782867,2.70059634875783
MTIF3,3,-2.290389751747713,2.70059634875783
SUPV3L1,3,-2.2131244726797568,2.70059634875783
CHCHD2,3,-2.2911796636459134,2.34927142867772
COX6A1,3,-2.2911796636459134,2.34927142867772
COX7A2,3,-2.2911796636459134,2.34927142867772
COX7B,3,-2.2911796636459134,2.34927142867772
NAMPT,3,-2.1462016644558934,2.3475505154948
ADPGK,3,-2.1463530270313234,2.32100489087833
ATP6V1B2,3,-2.0023158703631934,2.32100489087833
CLPX,3,-1.8943680498803634,2.32100489087833
CMPK2,3,-2.25434543890369,2.32100489087833
PGM1,3,-2.1463530270313234,2.32100489087833
PPP2CA,3,-2.1463530270313234,2.32100489087833
COQ9,3,-2.21810251180904,2.29136114084974
POR,3,-1.9078190286573833,2.29136114084974
SDHA,3,-2.2209423408970865,2.29136114084974
SNCA,3,-2.21810251180904,2.29136114084974
CPNE1,3,-1.90024343980802,2.26421603341546
MTMR4,3,-1.90024343980802,2.26421603341546
PGS1,3,-1.90024343980802,2.26421603341546
PIK3C2B,3,-1.90024343980802,2.26421603341546
PIP5K1B,3,-1.90024343980802,2.26421603341546
RPL10A,3,-1.98599098724453,2.25824079623003
RPL12,3,-1.98599098724453,2.25824079623003
RPL15,3,-1.98599098724453,2.25824079623003
RPL18A,3,-1.98599098724453,2.25824079623003
RPL19,3,-1.98599098724453,2.25824079623003
RPL21,3,-1.98599098724453,2.25824079623003
RPL23,3,-1.98599098724453,2.25824079623003
RPL23A,3,-1.98599098724453,2.25824079623003
RPL28,3,-1.98599098724453,2.25824079623003
RPL29,3,-1.98599098724453,2.25824079623003
RPL31,3,-1.98599098724453,2.25824079623003
RPL32,3,-1.98599098724453,2.25824079623003
RPL34,3,-1.98599098724453,2.25824079623003
RPL36,3,-1.98599098724453,2.25824079623003
RPL37,3,-1.98599098724453,2.25824079623003
RPL39,3,-1.98599098724453,2.25824079623003
RPL4,3,-1.98599098724453,2.25824079623003
RPL6,3,-1.98599098724453,2.25824079623003
RPL8,3,-1.98599098724453,2.25824079623003
RPLP1,3,-1.98599098724453,2.25824079623003
RPLP2,3,-1.98599098724453,2.25824079623003
UBA52,3,-1.98599098724453,2.25824079623003
NDUFB6,3,-2.1671686183362064,2.23290642141028
AGL,3,-1.8630494677416134,2.22451074319049
MANBA,3,-1.8610519407404167,2.22451074319049
PYGL,3,-1.8630494677416134,2.22451074319049
TRAP1,3,-1.8548688660908768,2.20250733950987
BMP2,3,-1.8701128510154765,2.19832069256979
SPR,3,-2.0531150954265964,2.19832069256979
EIF2AK1,3,-1.80072643831267,2.1103327405401
TIMM17A,3,-1.91471399163507,2.1103327405401
TIMM23,3,-1.91471399163507,2.1103327405401
LSM11,3,-1.68903258419856,2.10574794530627
SNRPE,3,-1.7955046579344567,2.10574794530627
NOM1,3,-1.8951438170946333,2.096494355046
RPS19BP1,3,-1.8951438170946333,2.096494355046
UTP15,3,-1.9143532727655332,2.096494355046
GRSF1,3,-1.6561604013916833,2.07657418136766
MT1X,3,-1.8483402772590467,2.06549878939657
SLC30A1,3,-1.8483402772590467,2.06549878939657
DGAT1,3,-1.86416171485649,2.0494688417329
APOO,3,-1.7833594804507134,2.04942482875301
APOOL,3,-1.7833594804507134,2.04942482875301
CHCHD10,3,-1.7833594804507134,2.04942482875301
IMMT,3,-1.7833594804507134,2.04942482875301
SLC25A46,3,-1.7833594804507134,2.04942482875301
CREG1,3,-1.9667178792073101,2.02642509382659
LAMP2,3,-1.9667178792073101,2.02642509382659
TMEM9,3,-1.9667178792073101,2.02642509382659
HINT2,3,-1.7878824906049133,2.02223800619612
DHRS3,3,-1.8256391304623165,2.01714960069058
RETSAT,3,-1.8256391304623165,2.01714960069058
SCPEP1,3,-1.8012739368068333,2.01714960069058
PSMA1,3,-1.6921509495909801,2.01640347104632
PSMA2,3,-1.6921509495909801,2.01640347104632
PSMA4,3,-1.6921509495909801,2.01640347104632
PSMA5,3,-1.6921509495909801,2.01640347104632
PSMA6,3,-1.6921509495909801,2.01640347104632
PSMB1,3,-1.6921509495909801,2.01640347104632
PSMB3,3,-1.6921509495909801,2.01640347104632
PSMB7,3,-1.6921509495909801,2.01640347104632
BCAP31,3,-1.72530509297081,2.0132496647495
COPA,3,-1.77470310334717,2.0132496647495
COPB1,3,-1.77470310334717,2.0132496647495
COPB2,3,-1.77470310334717,2.0132496647495
GAS1,3,-1.6691689626337733,2.0132496647495
GOSR2,3,-1.77470310334717,2.0132496647495
SEC24A,3,-1.6719396533328934,2.0132496647495
TRAPPC3,3,-1.77470310334717,2.0132496647495
VTI1A,3,-1.77470310334717,2.0132496647495
HSPA5,3,-1.7888981459042532,2.00459517895
SEC61B,3,-1.9114095723336733,2.00459517895
SEC61G,3,-1.9114095723336733,2.00459517895
SEC63,3,-1.9114095723336733,2.00459517895
SRP14,3,-1.9114095723336733,2.00459517895
SRP19,3,-1.9114095723336733,2.00459517895
SRP54,3,-1.9114095723336733,2.00459517895
SRP68,3,-1.9114095723336733,2.00459517895
SRP72,3,-1.9114095723336733,2.00459517895
SRP9,3,-1.9114095723336733,2.00459517895
SRPRB,3,-1.9114095723336733,2.00459517895
SSR3,3,-1.9114095723336733,2.00459517895
TRAM1,3,-1.9114095723336733,2.00459517895
MPP1,3,-1.8780776061249633,2.00281478354479
COQ3,3,-1.6781635863563167,1.97238216203778
IGF2,3,-1.6057182568661834,1.96946122274348
PPP1R3G,3,-1.6057182568661834,1.96946122274348
FUCA2,3,-1.6037207298649867,1.96346864173989
GALC,3,-1.7278316131928566,1.96346864173989
STT3B,3,-1.79012068246446,1.96346864173989
LYRM2,3,-1.8363288231290034,1.96239418167974
NDUFAF2,3,-1.8363288231290034,1.96239418167974
TIMMDC1,3,-1.8363288231290034,1.96239418167974
ALG1,3,-1.7882495966580267,1.95785538432059
ALG10,3,-1.7882495966580267,1.95785538432059
ALG3,3,-1.7882495966580267,1.95785538432059
ALG5,3,-1.7882495966580267,1.95785538432059
ALG8,3,-1.7882495966580267,1.95785538432059
DPAGT1,3,-1.7882495966580267,1.95785538432059
MPDU1,3,-1.7733182143611166,1.95785538432059
SIL1,3,-1.77065964317929,1.94987967077511
CINP,3,-1.8411095481357167,1.93439154816925
HEATR3,3,-1.8411095481357167,1.93439154816925
NOP16,3,-1.8411095481357167,1.93439154816925
SDAD1,3,-1.8411095481357167,1.93439154816925
TMEM165,3,-1.7741649932275134,1.91560157402905
ABCC2,3,-1.6660198677947067,1.91554685070577
ABCD3,3,-1.7404514964728333,1.91554685070577
CCDC93,3,-1.7015916421255366,1.91554685070577
ECHDC1,3,-1.7404514964728333,1.91554685070577
ECI2,3,-1.7404514964728333,1.91554685070577
GRHPR,3,-1.7873426298558635,1.91554685070577
SLC6A8,3,-1.5971295986718668,1.91554685070577
VNN1,3,-1.6660198677947067,1.91554685070577
XYLB,3,-1.7404514964728333,1.91554685070577
ABLIM1,3,1.7775854612305166,1.90988691437547
ARHGEF40,3,1.7775854612305166,1.90988691437547
CHN1,3,1.7775854612305166,1.90988691437547
EPHA6,3,1.7775854612305166,1.90988691437547
KALRN,3,1.7775854612305166,1.90988691437547
KIF5C,3,1.7775854612305166,1.90988691437547
KIFC2,3,1.7775854612305166,1.90988691437547
NELL2,3,1.7775854612305166,1.90988691437547
NFASC,3,1.7775854612305166,1.90988691437547
PLEKHG4B,3,1.7775854612305166,1.90988691437547
SEMA6B,3,1.74809412032852,1.90988691437547
TUBB3,3,1.7775854612305166,1.90988691437547
UNC5C,3,1.7775854612305166,1.90988691437547
RUVBL1,3,-1.7299651789416433,1.90912950832783
SHQ1,3,-1.7299651789416433,1.90912950832783
DHX36,3,-1.73064017500624,1.90242162986121
DHX9,3,-1.72772921945277,1.90242162986121
EIF3K,3,-1.63775178329634,1.90242162986121
FTSJ1,3,-1.59153602264081,1.90242162986121
NCBP2,3,-1.62439494728498,1.90242162986121
CCDC47,3,-1.7526696784779368,1.89590977667105
NMD3,3,-1.8269177733368467,1.89181622377264
CDH12,3,1.7054919780395232,1.88518252827797
CLSTN3,3,1.73016538049242,1.88518252827797
EPCAM,3,1.7425595694813967,1.86283688289286
TXNDC17,3,-1.73633771754433,1.84987684047058
CCT6A,3,-1.7203543193008266,1.84493410178815
DNAJA3,3,-1.6914117560854633,1.84493410178815
PPIA,3,-1.55167424212207,1.84493410178815
RP2,3,-1.61306377497999,1.84493410178815
STC2,3,-1.5348109048542566,1.84038388793517
TG,3,-1.6093527804586534,1.84038388793517
VPS52,3,1.6145534712369933,1.80135950990491
GRID2IP,3,1.6845508607952167,1.80068983496047
ATR,3,-1.6932432425456065,1.79896369913972
GANAB,3,-1.60068994764812,1.79223133789336
FOSB,3,1.5878530167129332,1.79200868483243
CHST10,3,1.5978800175426,1.77084630897062
PSMD14,3,-1.5123804813012767,1.76712591012317
RBM47,3,-1.57615857247086,1.76712591012317
EPHB4,3,1.6245768736732367,1.75522565274067
CLP1,3,-1.5607126184289,1.75016032444523
DICER1,3,-1.5607126184289,1.75016032444523
SNIP1,3,-1.5904337415049632,1.75016032444523
KNTC1,3,1.6137640480356235,1.74903722501896
MAD2L1,3,1.6137640480356235,1.74903722501896
CDS1,3,1.6500285086083866,1.74421674271642
CREBL2,3,1.6500285086083866,1.74421674271642
JDP2,3,1.5772974133983366,1.74421674271642
LPL,3,1.6500285086083866,1.74421674271642
CSPG5,3,1.6388089663043235,1.74404340020384
RBM24,3,1.6400468498891034,1.74215195613157
ZFHX3,3,1.5848806791126167,1.74215195613157
PRLR,3,1.58899338607914,1.72139590697554
SMURF2,3,1.6242666464288034,1.71800106759615
EID2,3,1.55848088774643,1.7150199906221
SPSB3,3,1.6273916454526833,1.71327800207742
CASP6,3,-1.6059395898579134,1.71213600949363
GSK3B,3,-1.5652766832966667,1.71213600949363
PARL,3,-1.6382915714846533,1.71213600949363
SLC25A4,3,-1.6533904129945967,1.71213600949363
SLC16A2,3,1.5687146465767168,1.71074375644557
MTRR,3,-1.5914110449596532,1.70139533812548
DNM3OS,3,1.6222816248760232,1.69814864501545
POU2F1,3,1.6662102870034132,1.69814864501545
AMOTL1,3,1.6289509938506632,1.6928118403035
APCDD1L,3,1.6369131764547733,1.6928118403035
FBXW4,3,1.5290153825106,1.6928118403035
HIC1,3,1.6369131764547733,1.6928118403035
SHISA2,3,1.5995965559688767,1.6928118403035
TCF7L1,3,1.65300529530686,1.6928118403035
CTSZ,3,-1.5600069671027734,1.69173038530956
ETHE1,3,-1.5914143793293034,1.69173038530956
GSTT2,3,-1.5914143793293034,1.69173038530956
PRCP,3,-1.5600069671027734,1.69173038530956
PREP,3,-1.5600069671027734,1.69173038530956
PARD3B,3,1.57078635212826,1.69144924519436
MMP24,3,1.58592340703412,1.68528887324602
AKAP12,3,1.52891726897071,1.68345701223339
FAAH,3,1.5480325361921001,1.68345701223339
GRIK1,3,1.5618241556792567,1.68345701223339
SNCG,3,1.5662288609161967,1.68345701223339
TSHZ3,3,1.6236735107897367,1.68345701223339
CHD3,3,1.54391118376266,1.67955295230531
KNDC1,3,1.5835904976261268,1.67882606911224
UNK,3,1.5645466148322766,1.67882606911224
CAPN1,3,1.6027666909354332,1.66846904776155
VIT,3,1.5884816405457267,1.66741771049008
PMF1,3,1.5670210249918732,1.66459897472865
FILIP1,3,1.5450402869865534,1.66262763371911
FAM20C,3,1.5325395842214833,1.66109874609714
HEY2,3,1.5557775251703534,1.65484249430478
ERC1,3,1.5960965084088468,1.65386874551891
ATXN3,3,1.51053437203383,1.64930366007645
CSPG4,3,1.5921851608059032,1.64899729633339
CSRNP1,3,1.5099106609747,1.64899729633339
COL4A4,3,1.6174238758412534,1.64547553159722
IFT27,3,1.57561517440986,1.64547553159722
HCRTR1,3,1.4811427561277968,1.64542662857529
TSKU,3,1.5441927371242568,1.64399079621637
SLC29A1,3,1.5236819697856434,1.63005140522484
ADAMTS4,3,1.5386904508217734,1.62942077410788
RAD1,3,1.5027424991388434,1.62838339536599
ERBB3,3,1.55413366303642,1.6218566009659
VSIG10,3,1.5763703304743533,1.6218566009659
CISH,3,1.56402589554011,1.6214402424485
EPHX2,3,1.56402589554011,1.6214402424485
MUC12,3,1.56402589554011,1.6214402424485
OGFR,3,1.56402589554011,1.6214402424485
DES,3,1.5174789731196667,1.61805778494403
GSTM2,3,1.54405955796188,1.61805778494403
OXTR,3,1.5098903502984866,1.61805778494403
POFUT1,3,-1.4874518718717333,1.61466206776013
TYW3,3,-1.4956161686071168,1.61466206776013
