Gene,Pathway_Count,Mean_NES,Strongest_NES
PDGFD,10,1.604160804882696,1.84704856607512
SMARCC1,10,1.605662511124665,1.84034009692533
CLDN18,10,1.5410465785290839,1.80135950990491
ABAT,10,1.605954376550984,1.79200868483243
SOX5,10,1.593646249773232,1.7740953050884
HS3ST3A1,10,1.610619597720381,1.77084630897062
CACNB2,10,1.589305355285162,1.7636892070389
KCNJ5,10,1.593442030994983,1.7636892070389
F3,10,1.598728425070467,1.75162645339694
ENPP1,10,1.560194024922273,1.74421674271642
PTPRZ1,10,1.568697182622997,1.74404340020384
SLITRK2,10,1.624338471745997,1.74404340020384
GREM1,10,1.606220806037913,1.74215195613157
DOCK1,10,1.606544408708693,1.74167257677338
SYNDIG1,10,1.610889084506927,1.74167257677338
TEAD1,10,1.617416701761663,1.73633498085397
BARD1,10,1.479215629924169,1.73393485669993
EME1,10,1.478992775863559,1.73393485669993
FBXO31,10,1.483624157361227,1.73393485669993
MUS81,10,1.478992775863559,1.73393485669993
RFWD3,10,1.483624157361227,1.73393485669993
DCTN2,10,1.541622086829723,1.72991752580885
GOLGA2,10,1.55946139214978,1.72991752580885
TNFSF11,10,1.509576133863289,1.72139590697554
BTG2,10,1.517733383402805,1.71074375644557
TNFAIP3,10,1.555824266188829,1.69702146411043
LIMCH1,10,1.529284995307651,1.650166398517
CDKN2C,10,1.464069697249382,1.6214402424485
DIAPH3,10,1.49852817027284,1.59768109257646
TRMT61B,9,-1.8482660208550468,2.70059634875783
DHCR7,9,-2.0887337780218243,2.42365250697278
MPI,9,-1.935293284679781,2.42123244465721
GHITM,9,-2.0061226245475434,2.34927142867772
NDUFAF1,9,-2.0760593328605776,2.34927142867772
MTHFD2L,9,-1.6851413893342588,2.3475505154948
FIS1,9,-1.9206969659500543,2.32100489087833
SPTLC2,9,-1.8715990016845512,2.26421603341546
NUDT12,9,-2.009901429777101,2.25578721583179
PDE10A,9,-1.9889087028933565,2.16340511857394
PDE8A,9,-1.9889087028933565,2.16340511857394
RORA,9,-1.7381786334853055,2.16340511857394
ROMO1,9,-1.8042137982226756,2.1103327405401
TMEM126A,9,-1.86595727665718,2.1103327405401
RPS14,9,-1.80476227754466,2.096494355046
RPS19,9,-1.80476227754466,2.096494355046
RPS28,9,-1.80476227754466,2.096494355046
RRP7A,9,-1.8035838990903743,2.096494355046
CLN3,9,-1.6393019034795933,2.02642509382659
HSD17B6,9,-1.8009202217155456,2.02223800619612
AKR1C1,9,-1.7072533437839021,2.01714960069058
PECR,9,-1.8400572174667011,2.01714960069058
PRDX6,9,-1.634620967973749,2.01025647396351
BHMT2,9,-1.6037988168445612,1.97238216203778
GLS,9,-1.6209148035660454,1.97238216203778
PLAA,9,-1.7310014184687543,1.97238216203778
UBE4B,9,1.6964244622736555,1.95493612173228
ECHS1,9,-1.6172057857880155,1.91554685070577
FTCD,9,-1.6087006122420522,1.91554685070577
IVD,9,-1.6172057857880155,1.91554685070577
EFNA5,9,1.6313515106953422,1.90988691437547
FEZ1,9,1.5837207566783156,1.90988691437547
SEMA6A,9,1.6202529456959978,1.90988691437547
DKC1,9,-1.7025425611559732,1.90912950832783
ZNRF3,9,1.681948285561311,1.89153060261138
AMIGO2,9,1.6339664196024288,1.88518252827797
IGSF11,9,1.6586245727743356,1.88518252827797
MTMR2,9,1.6207686807051522,1.86090112988348
PRKAR1B,9,1.5948775896691967,1.86090112988348
NCAPG2,9,1.648166548464061,1.84034009692533
SCUBE3,9,1.6156718174343723,1.83625629417504
ALX4,9,1.5176494916110344,1.80135950990491
HIP1R,9,1.55965899996325,1.80135950990491
MYB,9,1.5417432988008866,1.80135950990491
PCSK5,9,1.56429984601581,1.80135950990491
AGER,9,1.5570263294595268,1.80068983496047
PICK1,9,1.5895571429521789,1.80068983496047
HPSE,9,1.5627547666403756,1.78011439532624
HS6ST1,9,1.5664715748747533,1.77084630897062
CAPN3,9,1.5878146904326988,1.75960977026731
SOCS3,9,1.4992038751323156,1.75587428465578
EGR3,9,1.5938897608706655,1.75162645339694
LIN7B,9,1.5925596050873378,1.74167257677338
MDGA1,9,1.6077953166388568,1.74167257677338
IGFBP2,9,1.6120275374051145,1.73598682560546
XPC,9,1.468779196092161,1.73393485669993
AAAS,9,1.562609496032839,1.72991752580885
AKAP8L,9,1.5403851134397077,1.72991752580885
CHMP1B,9,1.562609496032839,1.72991752580885
EML3,9,1.562609496032839,1.72991752580885
KIF18A,9,1.5598301907063956,1.72991752580885
STAG2,9,1.562609496032839,1.72991752580885
NDNF,9,1.5495671678733567,1.72887143517901
SOCS2,9,1.5721250842691568,1.72139590697554
HPGD,9,1.6191222364360345,1.72069478474295
CRIM1,9,1.57987161141224,1.71800106759615
SFRP1,9,1.58710171653615,1.71800106759615
TWSG1,9,1.61292017202588,1.71800106759615
PRKD1,9,1.56792794232242,1.71488087704745
FAM83D,9,1.547274339194611,1.71327800207742
DCT,9,1.5386626551851212,1.71074375644557
AMOT,9,1.5298974895821644,1.7039776876654
E2F8,9,1.5308223811629311,1.70232268389385
BICC1,9,1.6050118788884167,1.6928118403035
PAF1,9,1.4926924524623066,1.6928118403035
RHOB,9,1.5265811137891012,1.66852591255243
COL4A3,9,1.5449608556129277,1.65747041729894
LTBP4,9,1.5616789104575088,1.6525463262626
PTPRK,9,1.5084081514296066,1.6525463262626
KIF26B,9,1.5460123613458578,1.64547553159722
ANLN,9,1.4418030880660522,1.62682597963663
C3,9,1.53381100528164,1.6218566009659
TLL2,9,1.5345713431568755,1.60910072467136
THBS3,9,1.48372373910317,1.59768109257646
POC1A,9,1.5010814583899557,1.59393480187533
SLC25A33,8,-2.101929713652015,2.70059634875783
EBP,8,-2.1171375677936424,2.42365250697278
NSDHL,8,-2.1171375677936424,2.42365250697278
SQLE,8,-2.1171375677936424,2.42365250697278
DTYMK,8,-2.1297929760158048,2.42123244465721
NANP,8,-1.9037898266506088,2.42123244465721
PANK1,8,-1.997646360576715,2.42123244465721
MAPK1,8,-1.9825725005073136,2.40177394601922
SEC14L2,8,-1.9825725005073136,2.40177394601922
LDHAL6B,8,-1.8500126382520525,2.37829324887674
LDHB,8,-1.97038642059984,2.37829324887674
NDUFS1,8,-2.1404062295902775,2.34927142867772
UQCRFS1,8,-2.0314521834103774,2.34927142867772
PGM2,8,-1.8924581722069613,2.3475505154948
ENPP3,8,-2.0514978605602736,2.32100489087833
RAN,8,-1.9910337413492811,2.32100489087833
ACAT2,8,-1.9775155492474499,2.31401119809841
ETFDH,8,-1.8474934722988225,2.29136114084974
GLB1,8,-1.7979612107569,2.26758947086832
NUS1,8,-1.799140269841885,2.26421603341546
RAB38,8,-1.760115791923085,2.26421603341546
RPL14,8,-1.8768998551872214,2.25824079623003
RPL35,8,-1.8768998551872214,2.25824079623003
RPL35A,8,-1.8768998551872214,2.25824079623003
RPL7,8,-1.8768998551872214,2.25824079623003
RPL7A,8,-1.8768998551872214,2.25824079623003
MCCC2,8,-1.6342728754707787,2.16340511857394
PGD,8,-1.8760157906603536,2.16340511857394
NQO1,8,-1.7806737524584013,2.1626984785487
PSAT1,8,-1.6876066157597949,2.136822639822
HSP90AA1,8,-1.7732463701630987,2.1103327405401
SAMM50,8,-1.8681250895500787,2.1103327405401
RPP40,8,-1.8261627106560563,2.10574794530627
NAT10,8,-1.746796043901725,2.096494355046
NPM1,8,-1.773756710756975,2.096494355046
RPS6,8,-1.7950009089237862,2.096494355046
NR3C1,8,-1.6642585731024924,2.02223800619612
ABHD6,8,-1.62946010511059,2.01025647396351
CBR1,8,-1.73744722393815,1.97238216203778
FADS2,8,-1.6906961374210439,1.97238216203778
MECR,8,-1.7434154527449537,1.97238216203778
PLOD1,8,-1.5792172485732312,1.97238216203778
PLOD2,8,-1.5792172485732312,1.97238216203778
SIGMAR1,8,-1.7655577319421925,1.97238216203778
MRTO4,8,-1.723252253833765,1.93439154816925
RPF2,8,-1.7734123823031211,1.93439154816925
HAL,8,-1.6202195519702287,1.91554685070577
CNTN1,8,1.6036634164023487,1.90988691437547
CNTN4,8,1.7008515875420562,1.90988691437547
EFNA1,8,1.6465023622818575,1.90988691437547
PRKCQ,8,1.6164026647008862,1.90988691437547
RPS6KA5,8,1.678009834109624,1.90988691437547
CSNK1E,8,1.6759647614417525,1.89153060261138
FAT3,8,1.6177580848521824,1.88518252827797
ELOVL4,8,1.6508188679466913,1.86090112988348
MAPK8IP2,8,1.6159725107930414,1.86090112988348
DUOX2,8,-1.6234733420609362,1.84987684047058
P4HB,8,-1.538784608946785,1.84493410178815
AMH,8,1.6162753136928174,1.83625629417504
UST,8,1.6221422971109876,1.77084630897062
CACNA1C,8,1.6057021814392238,1.7636892070389
GZF1,8,1.5882411117656638,1.75587428465578
ADAMTS5,8,1.6379417591404,1.75522565274067
TNFSF12,8,1.5844097607129237,1.75162645339694
CEBPB,8,1.5403079223759224,1.74421674271642
GPM6B,8,1.5564125448094912,1.74404340020384
RAB3A,8,1.6087779920567213,1.74404340020384
GPC4,8,1.6312482540191087,1.74167257677338
LINGO2,8,1.6025644060179862,1.74167257677338
LRRC24,8,1.6025644060179862,1.74167257677338
PTPN13,8,1.6204408122479026,1.74167257677338
TRIM47,8,1.6347314345239063,1.74167257677338
PHIP,8,1.5720472431631676,1.73598682560546
STK33,8,1.4850537056832236,1.73393485669993
CCDC61,8,1.5837077994677586,1.72991752580885
CEP55,8,1.5634179073944137,1.72991752580885
KIF22,8,1.5634179073944137,1.72991752580885
HTRA1,8,1.573525424680795,1.71800106759615
FAM89B,8,1.5612326980798013,1.7150199906221
SH2B1,8,1.5694263887902475,1.7150199906221
TMSB4X,8,1.4862960030030574,1.71488087704745
LIMS2,8,1.5406003726439,1.71074375644557
KRT19,8,1.5157075755010188,1.70232268389385
APC2,8,1.5881358306316486,1.6928118403035
CX3CR1,8,1.5785145074743963,1.68345701223339
FXR2,8,1.5132407909144363,1.68345701223339
LIN28A,8,1.5235155731732837,1.67955295230531
NGEF,8,1.5962451807276763,1.67882606911224
PARP6,8,1.52665763642446,1.67882606911224
STRC,8,1.501338443957795,1.67882606911224
TECTA,8,1.501338443957795,1.67882606911224
PBX3,8,1.5390202552672325,1.66741771049008
KCNIP2,8,1.5401668210591861,1.66322335806411
AXL,8,1.51829824274742,1.66262763371911
SCN9A,8,1.5353528661815112,1.66254396014832
L3MBTL1,8,1.5326463532063537,1.66057112720873
TOM1L2,8,1.5357762751541375,1.66057112720873
ARHGAP6,8,1.5009294917533362,1.650166398517
CDC14A,8,1.4538556736834776,1.62682597963663
SIN3A,8,1.5041800846629312,1.59393480187533
RING1,8,1.5170541260023813,1.5596771849747
TMOD1,8,1.4523161244890237,1.54791238278533
AMBRA1,8,1.4099390301883126,1.54210874691293
C1QBP,7,-2.0363769948181187,2.70059634875783
FASTKD3,7,-2.0524065417533857,2.70059634875783
MTG1,7,-2.0217895483660713,2.70059634875783
TFB2M,7,-1.9101170675702914,2.70059634875783
TUFM,7,-2.0217895483660713,2.70059634875783
DCTD,7,-2.0385161360424457,2.42123244465721
TBPL1,7,-2.152280235155523,2.42123244465721
CYP51A1,7,-2.07334971933948,2.40177394601922
SLC16A1,7,-1.7826941857336915,2.37829324887674
NME2,7,-2.113154803717113,2.3475505154948
NME3,7,-2.0728940325961216,2.3475505154948
SMPDL3A,7,-1.82375584585382,2.32100489087833
DPM3,7,-1.9776016713590514,2.31401119809841
GALE,7,-1.8819885660257185,2.26758947086832
GALM,7,-1.8819885660257185,2.26758947086832
GALT,7,-1.8819885660257185,2.26758947086832
LHCGR,7,-1.9017287317437699,2.26421603341546
SPTLC1,7,-1.8805740283113115,2.26421603341546
TKT,7,-1.985209652370877,2.26421603341546
RPL27,7,-1.8686867561897886,2.25824079623003
RPL38,7,-1.82645243040852,2.25824079623003
IDE,7,-1.8562176885871315,2.20250733950987
NUDT3,7,-1.9516503052910656,2.16340511857394
PRDX1,7,-1.7678208821363885,2.1626984785487
ABCA1,7,-1.8562296847569029,2.11697714379173
CYP11A1,7,-1.8456303773498843,2.11697714379173
AIFM1,7,-1.713931614657043,2.1103327405401
MTX3,7,-1.8566807185744627,2.1103327405401
TIMM10,7,-1.8566807185744627,2.1103327405401
TIMM13,7,-1.8566807185744627,2.1103327405401
TIMM8A,7,-1.8566807185744627,2.1103327405401
TIMM8B,7,-1.8566807185744627,2.1103327405401
TOMM40,7,-1.8422251268068028,2.1103327405401
NOP14,7,-1.8868471226369785,2.10574794530627
UTP20,7,-1.8868471226369785,2.10574794530627
BYSL,7,-1.8562854481321742,2.096494355046
EMG1,7,-1.7961423606320286,2.096494355046
FBL,7,-1.7961423606320286,2.096494355046
HEATR1,7,-1.8562854481321742,2.096494355046
PRKDC,7,-1.7796550916470113,2.096494355046
RPS16,7,-1.857800506144827,2.096494355046
RPS17,7,-1.80028261892544,2.096494355046
RPS21,7,-1.857800506144827,2.096494355046
RPS8,7,-1.857800506144827,2.096494355046
ENOPH1,7,-1.5812129263815413,1.97238216203778
MIF,7,-1.7475208045378428,1.97238216203778
PYCR1,7,-1.542207184858933,1.97238216203778
SCD,7,-1.7475208045378428,1.97238216203778
SEPSECS,7,-1.5560584234568915,1.97238216203778
NVL,7,-1.782806829655527,1.93439154816925
FAH,7,-1.6215040497203457,1.91554685070577
GPX1,7,-1.677295166849973,1.91554685070577
LAMB2,7,1.6661041422011642,1.90988691437547
DVL3,7,1.6618167598289042,1.89153060261138
PLEKHA4,7,1.6698531823894,1.89153060261138
CDH2,7,1.6721500154055615,1.88518252827797
CEACAM1,7,1.5512264530817386,1.88518252827797
KIRREL3,7,1.593835323091333,1.88518252827797
PCDH17,7,1.6416876194920271,1.88518252827797
LRP6,7,1.693395229288197,1.87274088687861
FBLN1,7,1.5940143455985114,1.86283688289286
DDO,7,-1.5465149341100928,1.86040108456275
PDGFC,7,1.5575262416116213,1.84704856607512
SMARCD1,7,1.6873037672298656,1.84034009692533
GABBR1,7,1.5514086703465229,1.80068983496047
WASF3,7,1.5843400743449385,1.78146416069895
ARHGEF2,7,1.5947433072747215,1.7740953050884
CSGALNACT1,7,1.5530940450549744,1.77084630897062
CTNNA3,7,1.6138072003656456,1.7636892070389
AKIRIN1,7,1.5804929813271114,1.75960977026731
BCL9,7,1.5858754778480972,1.75198404173129
ZBTB7B,7,1.54729601929983,1.74421674271642
ADCY1,7,1.5881725599473115,1.74404340020384
APBB1,7,1.5282106813539058,1.74404340020384
CDKN2AIP,7,1.5962588190427085,1.73633498085397
CILP,7,1.600705514150493,1.73598682560546
MDC1,7,1.4936656261984913,1.73393485669993
VSTM4,7,1.5420732269048558,1.71993834048805
FSTL3,7,1.5755445311472172,1.71800106759615
SMAD9,7,1.6012437740451315,1.71800106759615
VWC2,7,1.5806227473214585,1.71800106759615
SOBP,7,1.4997361661984485,1.71644238953326
TNXB,7,1.5499935071464914,1.71327800207742
KCTD11,7,1.5379397560094972,1.71074375644557
NAP1L1,7,1.5529613410520844,1.71074375644557
PLK4,7,1.5435244623636628,1.70232268389385
CDK14,7,1.5421954125853257,1.6928118403035
GLI1,7,1.641909899617903,1.6928118403035
LMBR1L,7,1.6308367255570972,1.6928118403035
WWOX,7,1.54677587148589,1.6928118403035
TJP1,7,1.521579703531,1.68528887324602
TAL1,7,1.5651191153524313,1.67955295230531
KIF1A,7,1.6169346667770714,1.67882606911224
TUBA1A,7,1.5578359113270828,1.67305989967445
FCGR2B,7,1.5692211493472144,1.66852591255243
NFE2L1,7,1.54754333875444,1.66741771049008
BAG6,7,1.5153885633815813,1.66459897472865
CCNB1IP1,7,1.4705684313360314,1.66459897472865
KCND2,7,1.5161254727430828,1.66322335806411
ROCK2,7,1.5427721777799515,1.65484249430478
ATF3,7,1.54432576575604,1.6525463262626
KLHL3,7,1.545711018957213,1.64547553159722
TEAD4,7,1.4741232286025627,1.63728352565637
WWC2,7,1.5195412629576215,1.63728352565637
WWC3,7,1.5195412629576215,1.63728352565637
CHRNA10,7,1.4890025542557457,1.63005140522484
SGK1,7,1.5359301677791828,1.6214402424485
INPP5K,7,1.4819148294114242,1.61805778494403
BLM,7,1.4836739431615542,1.61722880878282
CTDSP2,7,1.4327667221844027,1.61722880878282
MMP16,7,1.4736290289806186,1.60910072467136
CCND2,7,1.4268679328414386,1.59393480187533
DBF4B,7,1.4513836319813986,1.59393480187533
STIL,7,1.5029955038819185,1.59393480187533
JUNB,7,1.5075507106342356,1.59184332141631
PPM1D,7,1.4503352421300186,1.56498286352902
BCOR,7,1.497932003362107,1.56174735268692
TSHZ1,7,1.4927992697712171,1.5596771849747
RRAS,7,1.4906241501416657,1.55675761559212
RBM46,7,1.4555769343806542,1.54827327637513
CTCF,7,1.4645603603046158,1.52761263210832
KDM2B,7,1.4931645676659329,1.52761263210832
CDK5RAP1,6,-2.0336507911016435,2.70059634875783
TRUB2,6,-2.0336507911016435,2.70059634875783
GFPT1,6,-1.9965228793797067,2.42123244465721
PGM3,6,-1.9008087484709384,2.42123244465721
UXS1,6,-1.844189710582745,2.42123244465721
DHCR24,6,-2.01675373257829,2.40177394601922
CASK,6,-2.040364588480973,2.378691247977
ENTPD3,6,-2.095507192983145,2.378691247977
SLC16A3,6,-1.8032236122918635,2.37829324887674
VDAC1,6,-1.907585156860485,2.37829324887674
CYC1,6,-2.1175041965959585,2.34927142867772
NDUFA11,6,-2.2210665628048067,2.34927142867772
NDUFA4,6,-2.1442673216665615,2.34927142867772
UQCRH,6,-2.1175041965959585,2.34927142867772
MTTP,6,-1.7846386425258567,2.32100489087833
GGPS1,6,-2.038091605292205,2.31401119809841
NDUFS6,6,-2.09828624262529,2.29136114084974
ABHD4,6,-1.7410389577224517,2.26421603341546
PGAP2,6,-1.6944050999341318,2.26421603341546
PLD2,6,-1.7621926102271133,2.26421603341546
RPL13A,6,-1.7864945010344384,2.25824079623003
MDH1,6,-2.0294010737199266,2.20250733950987
ACER2,6,-1.8323389253131,2.19832069256979
ASAH1,6,-1.8280827309584133,2.19832069256979
SPTSSA,6,-1.8572767826228167,2.19832069256979
AACS,6,-1.94866282777479,2.18150617506625
ACOT9,6,-1.8602310440839283,2.16340511857394
TIMM22,6,-1.8403157510915016,2.1103327405401
TOMM5,6,-1.8245567002113716,2.1103327405401
TOMM6,6,-1.8245567002113716,2.1103327405401
POP4,6,-1.7716590172818,2.10574794530627
POP7,6,-1.7716590172818,2.10574794530627
RPP30,6,-1.7716590172818,2.10574794530627
BMS1,6,-1.8503636521920965,2.096494355046
DCAF13,6,-1.8503636521920965,2.096494355046
DDX52,6,-1.8503636521920965,2.096494355046
FCF1,6,-1.8503636521920965,2.096494355046
IMP3,6,-1.8503636521920965,2.096494355046
NOB1,6,-1.8503636521920965,2.096494355046
NOL11,6,-1.8503636521920965,2.096494355046
NOL7,6,-1.8503636521920965,2.096494355046
RCL1,6,-1.8503636521920965,2.096494355046
RPS24,6,-1.8536250527503566,2.096494355046
RPSA,6,-1.80435167267221,2.096494355046
RRP36,6,-1.8503636521920965,2.096494355046
SRFBP1,6,-1.8503636521920965,2.096494355046
TSR1,6,-1.8503636521920965,2.096494355046
TSR2,6,-1.8503636521920965,2.096494355046
UTP6,6,-1.8503636521920965,2.096494355046
WDR3,6,-1.8503636521920965,2.096494355046
WDR36,6,-1.8503636521920965,2.096494355046
WDR43,6,-1.8503636521920965,2.096494355046
TXN,6,-1.70420453075135,2.06549878939657
ANXA2,6,-1.859099428552015,2.01814021703776
ADH5,6,-1.8128872344096567,2.01714960069058
ALDH3A2,6,-1.886584189983395,2.01714960069058
RDH11,6,-1.7635232340476166,2.01714960069058
AKR1C2,6,-1.75523139429209,1.98864243167222
MTHFD1L,6,-1.7455905944010532,1.97238216203778
MTHFD2,6,-1.7455905944010532,1.97238216203778
PSPH,6,-1.58375447106818,1.97238216203778
FTSJ3,6,-1.7546734151726333,1.93439154816925
RPL26,6,-1.8266079182708983,1.93439154816925
ACBD5,6,-1.7143465496718284,1.91554685070577
AKR1A1,6,-1.6998893346928083,1.91554685070577
DECR1,6,-1.7143465496718284,1.91554685070577
ECH1,6,-1.7143465496718284,1.91554685070577
HADH,6,-1.7143465496718284,1.91554685070577
CHL1,6,1.6730101078394017,1.90988691437547
SEMA4F,6,1.696867711712915,1.90988691437547
NHP2,6,-1.7504630751990633,1.90912950832783
NOP10,6,-1.7504630751990633,1.90912950832783
TCOF1,6,1.7005873031119967,1.90555962941978
FAT4,6,1.6635435037951818,1.88518252827797
GPT2,6,-1.5590798632910834,1.86040108456275
GSTT1,6,-1.6638760484368167,1.84987684047058
PRDX3,6,-1.64531073410086,1.84987684047058
PRDX4,6,-1.6128155920143568,1.84987684047058
SLC1A2,6,-1.61010145296369,1.84914977251362
RMI2,6,1.6584784198047167,1.84034009692533
SMC6,6,1.613844028314765,1.84034009692533
EXOSC7,6,-1.6691235590670532,1.83877677179267
EXOSC8,6,-1.6691235590670532,1.83877677179267
UBE2O,6,1.6406651210610017,1.83625629417504
ZNF423,6,1.6406651210610017,1.83625629417504
PRRT1,6,1.6093709889696066,1.80068983496047
DNMT3A,6,1.5596573544778767,1.79200868483243
HDAC5,6,1.5800896220780767,1.79200868483243
TEAD3,6,1.6142770343115966,1.7740953050884
SCN3B,6,1.640871937362935,1.7636892070389
ZHX2,6,1.54026787410297,1.75198404173129
GLO1,6,-1.59690623929257,1.74508570073634
ALOX5,6,1.51851852189681,1.74421674271642
CBX4,6,1.5855122183377617,1.74421674271642
CMKLR1,6,1.58093769780471,1.74421674271642
LRP3,6,1.5714913117897251,1.74421674271642
ZFP36,6,1.57879918936611,1.74421674271642
ANK3,6,1.5840498582389217,1.74404340020384
IFRD1,6,1.6409181272049567,1.74404340020384
LRFN3,6,1.6315793132109784,1.74167257677338
LSAMP,6,1.6315793132109784,1.74167257677338
SRGAP3,6,1.6315793132109784,1.74167257677338
TOP2A,6,1.54115669023654,1.72991752580885
INHBB,6,1.5414172487065634,1.72887143517901
KDR,6,1.5705843832180817,1.71800106759615
SMAD7,6,1.5887682579566649,1.71800106759615
PDE9A,6,1.5961940786832267,1.71074375644557
KRT8,6,1.5228718135534982,1.70232268389385
CYP7B1,6,1.5604292341591317,1.69702146411043
AMOTL2,6,1.5677381528603918,1.6928118403035
NFATC1,6,1.604509582123775,1.6928118403035
SPIN4,6,1.5696184614947566,1.6928118403035
TMEM88,6,1.622717354432395,1.6928118403035
DLG3,6,1.518501818072355,1.69144924519436
FBXW7,6,-1.51721144656098,1.68557354798572
ADRA2A,6,1.568301729970265,1.68345701223339
BSN,6,1.60568917695981,1.68345701223339
DTNBP1,6,1.6131412519197066,1.68345701223339
MYH11,6,1.5778270723780001,1.67559213425558
SIK1,6,1.5458917555130733,1.67559213425558
CAMK1,6,1.5637622592689466,1.66852591255243
DCTN1,6,1.57980777429224,1.66741771049008
SUN1,6,1.47794320698084,1.66459897472865
CACNB3,6,1.5669348644775067,1.66322335806411
CEBPD,6,1.5420077799464067,1.66109874609714
DDR2,6,1.5284011703222717,1.66109874609714
MKI67,6,1.5360563845141684,1.66057112720873
CEP120,6,1.5249396659001533,1.65765867730336
PEG10,6,1.5412030997820683,1.6525463262626
SAP30L,6,1.536218734335145,1.6525463262626
ARMC5,6,1.4871631185060767,1.64662856096592
PROM1,6,1.5618067735745285,1.64547553159722
ESR2,6,1.56050419386067,1.6214402424485
PRDM11,6,1.552943933960645,1.6214402424485
SH3PXD2B,6,1.5120272006390667,1.60910072467136
KLHL18,6,1.4324504267234617,1.59393480187533
MEPCE,6,1.4324504267234617,1.59393480187533
MASTL,6,1.4286258465310082,1.56498286352902
PDLIM1,6,1.5004013575640682,1.56174735268692
HOXC4,6,1.4643339568734433,1.5596771849747
MMRN2,6,1.4637287048900385,1.55675761559212
ZNF304,6,1.5205820607838068,1.55675761559212
TNKS,6,1.47727575021604,1.54963139603455
SHROOM2,6,1.49786342863943,1.54791238278533
SORBS1,6,1.4843084595212965,1.54600453259458
MOV10L1,6,1.4880338921617384,1.53112845720225
TDRD12,6,1.4880338921617384,1.53112845720225
TESK1,6,1.475885655927875,1.49866612441994
ARHGAP28,6,1.4425002830525382,1.47907796956183
TMOD2,6,1.4282161163837834,1.47476772302581
EARS2,5,-2.0537446892225,2.70059634875783
LRPPRC,5,-2.164050700913286,2.70059634875783
MRPS2,5,-2.137505917268276,2.70059634875783
PUS1,5,-1.902311971220098,2.70059634875783
SLIRP,5,-1.968408924710138,2.70059634875783
TRIT1,5,-1.902311971220098,2.70059634875783
YARS2,5,-2.0537446892225,2.70059634875783
AK7,5,-2.136513744499842,2.42123244465721
CMAS,5,-1.981835020190192,2.42123244465721
PMM2,5,-2.001935210706952,2.42123244465721
RRM1,5,-2.0956865913089398,2.42123244465721
COX4I1,5,-2.147112791366454,2.34927142867772
COX5B,5,-2.147112791366454,2.34927142867772
COX6C,5,-2.209101510638218,2.34927142867772
RHOA,5,-2.1097133537184583,2.34927142867772
SDHB,5,-2.239271880732348,2.34927142867772
UQCR10,5,-2.147112791366454,2.34927142867772
UQCR11,5,-2.209101510638218,2.34927142867772
UQCRC2,5,-2.209101510638218,2.34927142867772
CBR4,5,-1.921393563960914,2.3475505154948
NME7,5,-2.241920923114744,2.3475505154948
ARL2,5,-1.960231667971346,2.32100489087833
GNAI3,5,-2.089503322156742,2.32100489087833
DHRS2,5,-1.767596968662064,2.29136114084974
AGPAT5,5,-1.715943433638808,2.26421603341546
DGKG,5,-1.715943433638808,2.26421603341546
DOLPP1,5,-1.82152474501551,2.26421603341546
IPMK,5,-2.020599258881768,2.26421603341546
IPPK,5,-2.03745471128684,2.26421603341546
MTM1,5,-1.749347876872736,2.26421603341546
PIGA,5,-1.76651150883176,2.26421603341546
PIGP,5,-1.76651150883176,2.26421603341546
PIGU,5,-1.76651150883176,2.26421603341546
PIK3C3,5,-1.710353706368932,2.26421603341546
PTPMT1,5,-1.749347876872736,2.26421603341546
SGMS2,5,-1.814076732224208,2.26421603341546
RPLP0,5,-1.909382011594298,2.25824079623003
GM2A,5,-1.760636404011986,2.22451074319049
LCT,5,-1.760636404011986,2.22451074319049
NEU1,5,-1.760636404011986,2.22451074319049
ACO1,5,-2.095002220838816,2.20250733950987
FH,5,-1.673658821562376,2.20250733950987
QDPR,5,-1.598200689925612,2.19832069256979
PAM,5,-1.764227125788308,2.18150617506625
ENPP4,5,-1.90934428857277,2.16340511857394
RPE,5,-1.855188652577884,2.16340511857394
SLC25A18,5,-1.864370603843716,2.16340511857394
VLDLR,5,-1.963231938044018,2.11697714379173
GRPEL1,5,-1.821248246733594,2.1103327405401
HSPA4,5,-1.821248246733594,2.1103327405401
HSPD1,5,-1.774028311356442,2.1103327405401
SNRPD3,5,-1.669572756218556,2.10574794530627
RPS27L,5,-1.78473768123441,2.096494355046
RPS3A,5,-1.81361621942421,2.096494355046
RPS5,5,-1.81361621942421,2.096494355046
XRCC5,5,-1.78473768123441,2.096494355046
ABCB6,5,-1.84018598358756,2.06549878939657
DBT,5,-1.703246265250922,2.0494688417329
HSPA9,5,-1.74243554002298,2.04942482875301
UNG,5,-1.902421656566164,2.04503318756484
ATP6AP2,5,-1.81536728419624,2.02642509382659
CSK,5,-1.862471532049944,2.01814021703776
LMAN1,5,-1.707602907535038,2.0132496647495
SPATA18,5,-1.61336683255109,1.99425815442009
ALDH1B1,5,-1.774816163379278,1.98864243167222
BCAT1,5,-1.685473564422876,1.97238216203778
GAMT,5,-1.7544296456561679,1.97238216203778
NR1H3,5,-1.7845062587209,1.97238216203778
OSBPL6,5,-1.81374255739074,1.97238216203778
CRELD1,5,1.755383547237394,1.95493612173228
DDX18,5,-1.811445175952836,1.93439154816925
DDX55,5,-1.811445175952836,1.93439154816925
EBNA1BP2,5,-1.811445175952836,1.93439154816925
GTPBP4,5,-1.811445175952836,1.93439154816925
