"GeneID","GeneSymbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significance"
"1949","EFNB3",0.343952740597724,1.78494501052875,1.25599822440489,0.232127876323951,0.785415282780257,-5.3299394102142,"Not Significant"
"80146","UXS1",-0.276943262119334,3.33209428180802,-1.25548354607264,0.232308383651392,0.785415282780257,-5.33052425106725,"Not Significant"
"6193","RPS5",-0.314502402399413,7.85795425847856,-1.25546846742246,0.232313673703218,0.785415282780257,-5.33054138252748,"Not Significant"
"57095","PITHD1",-0.167405357522349,4.35887979290196,-1.25540501689175,0.232335935143078,0.785415282780257,-5.33061346950418,"Not Significant"
"5310","PKD1",0.330270782369192,6.44963396496593,1.2553964811506,0.232338930013578,0.785415282780257,-5.33062316685904,"Not Significant"
"342132","ZNF774",0.222447748169197,0.99419288066318,1.25519796060293,0.232408592088517,0.785438142185031,-5.33084868951946,"Not Significant"
"29062","WDR91",0.286949070355513,3.28947931843197,1.25507371382421,0.232452199514385,0.785438142185031,-5.33098982208924,"Not Significant"
"391059","FRRS1",0.230563479629889,4.41054848467152,1.25462986561691,0.232608032096427,0.78561628590941,-5.33149390452194,"Not Significant"
"6310","ATXN1",-0.204893837449874,7.30307759955592,-1.25424496237929,0.232743236837615,0.78561628590941,-5.33193093243029,"Not Significant"
"142684","RAB40A",0.27897970178272,1.82806408235253,1.25419766314056,0.232759855934624,0.78561628590941,-5.33198463000111,"Not Significant"
"116983","ACAP3",0.285732154778045,3.52635357987403,1.25416711019182,0.232770591544996,0.78561628590941,-5.33201931513132,"Not Significant"
"23464","GCAT",-0.265269905195135,3.54322557582113,-1.25416523568967,0.232771250215209,0.78561628590941,-5.33202144313245,"Not Significant"
"3283","HSD3B1",-0.369048347049145,1.42488634478288,-1.25396023116352,0.232843294506425,0.785679650120168,-5.33225415686521,"Not Significant"
"146223","CMTM4",0.270633701817992,5.59932261574404,1.25370970499262,0.23293136049361,0.78579596565248,-5.33253850568608,"Not Significant"
"90321","ZNF766",0.21922373397848,2.82708333703947,1.25355873080988,0.232984444372656,0.78579596565248,-5.33270984140735,"Not Significant"
"26224","FBXL3",-0.215295648890979,6.20388028839516,-1.25340504167724,0.233038492752654,0.78579596565248,-5.33288424205226,"Not Significant"
"51021","MRPS16",-0.192939360634883,5.77514643734073,-1.25325611074788,0.233090877329283,0.78579596565248,-5.33305322768665,"Not Significant"
"541471","LOC541471",-0.388495784210337,1.3712921618496,-1.25307618086053,0.233154177911901,0.785829746348865,-5.33325736607146,"Not Significant"
"285671","RNF180",0.281968276684473,2.85457421524641,1.2529196921623,0.233209242855851,0.785835760310931,-5.33343489119114,"Not Significant"
"23085","ERC1",0.30463921259928,6.60629726546032,1.2523239687178,0.233418959672676,0.785866326659863,-5.33411054141659,"Not Significant"
"146691","TOM1L2",0.240235204167134,6.17172909207613,1.25230302464675,0.233426335497394,0.785866326659863,-5.33413429103586,"Not Significant"
"84693","MCEE",-0.286472951901207,1.42174313634495,-1.25223915152511,0.233448830692182,0.785866326659863,-5.33420671836216,"Not Significant"
"2591","GALNT3",-0.316115575876851,2.20989242269734,-1.25215388113671,0.233478864387601,0.785866326659863,-5.33430340418343,"Not Significant"
"2901","GRIK5",0.462547507682267,2.68251714606748,1.25198872207679,0.233537044997751,0.785866326659863,-5.33449065933073,"Not Significant"
"389856","USP27X",-0.22191235271506,2.23107884872489,-1.25198598292189,0.233538010017641,0.785866326659863,-5.33449376478903,"Not Significant"
"3396","ICT1",-0.229280413615828,3.44784467901385,-1.25175647705669,0.233618877523135,0.78595912969633,-5.33475394371289,"Not Significant"
"10556","RPP30",-0.200801180812977,4.45231731512867,-1.25109408118157,0.233852400980979,0.786511547091199,-5.3355046631746,"Not Significant"
"83692","CD99L2",-0.220718982672445,5.79055024490542,-1.25093260173347,0.233909357701447,0.786511547091199,-5.33568762817064,"Not Significant"
"8799","PEX11B",-0.225117851027415,3.47193483694931,-1.25083707292788,0.233943057637066,0.786511547091199,-5.33579585900167,"Not Significant"
"2967","GTF2H3",-0.184696540964774,4.59617786823059,-1.25053068446958,0.234051169138758,0.786695691346296,-5.3361429438815,"Not Significant"
"5441","POLR2L",-0.277158568524463,5.15310828484903,-1.25027154252096,0.23414264039038,0.78682383301839,-5.33643645592191,"Not Significant"
"27304","MOCS3",0.243551651811686,3.84185481047704,1.24982442212068,0.234300530685639,0.787044089034695,-5.33694276867893,"Not Significant"
"27130","INVS",0.229880933590305,5.2393803350782,1.24969951839281,0.234344652705573,0.787044089034695,-5.33708418312339,"Not Significant"
"1400","CRMP1",-0.275726415054935,3.09387921695292,-1.2495132747346,0.23441045522709,0.787044089034695,-5.33729502579273,"Not Significant"
"203245","NAIF1",0.188053273709175,2.96819107747172,1.24932113301647,0.234478357025012,0.787044089034695,-5.33751252034093,"Not Significant"
"147947","ZNF542",-0.276518172951077,3.59687475120347,-1.24918512579967,0.234526430666875,0.787044089034695,-5.33766645805085,"Not Significant"
"25907","TMEM158",-0.274652456521871,1.07436923804606,-1.24917966988481,0.234528359299443,0.787044089034695,-5.337672632978,"Not Significant"
"9551","ATP5J2",-0.27687104581756,6.26912045518172,-1.2488481985389,0.234645556070009,0.787258258980109,-5.33804774883775,"Not Significant"
"57670","KIAA1549",0.312919261974556,3.00661785345576,1.24785271623092,0.234997804183002,0.787353711591642,-5.33917384731723,"Not Significant"
"203286","ANKS6",-0.256707053233369,3.07415088523059,-1.24774164676712,0.235037131812344,0.787353711591642,-5.3392994474584,"Not Significant"
"10856","RUVBL2",-0.226760757961542,6.17346942806553,-1.24762863852553,0.235077151298986,0.787353711591642,-5.33942723123299,"Not Significant"
"22913","RALY",0.238839452212404,6.25692080685828,1.24756769063756,0.235098736958167,0.787353711591642,-5.33949614421995,"Not Significant"
"3955","LFNG",-0.387105737782749,1.92393884017071,-1.24749590369745,0.23512416346092,0.787353711591642,-5.33957730947653,"Not Significant"
"11275","KLHL2",-0.206550124769042,4.61850519659671,-1.24726242414688,0.23520687563777,0.787353711591642,-5.33984126629359,"Not Significant"
"4694","NDUFA1",-0.324936871248335,5.63683359497807,-1.24723861051182,0.235215313126838,0.787353711591642,-5.33986818631663,"Not Significant"
"80129","C6orf97",0.333783120338101,0.91699100940186,1.24686564355604,0.235347491708724,0.787353711591642,-5.34028975387358,"Not Significant"
"81565","NDEL1",-0.173825993055824,5.78175133604618,-1.24681641240548,0.23536494352026,0.787353711591642,-5.3403453930254,"Not Significant"
"5939","RBMS2",0.294006461429086,5.33493398381239,1.24681143295499,0.2353667087289,0.787353711591642,-5.34035102051502,"Not Significant"
"100507053","LOC100507053",0.236946407932313,0.951533821568554,1.24658267156691,0.235447815690018,0.787353711591642,-5.34060953496525,"Not Significant"
"7490","WT1",0.277382420581781,1.11421703512688,1.24655101537359,0.235459041089548,0.787353711591642,-5.34064530555033,"Not Significant"
"339983","NAT8L",-0.369777329388515,3.46320698020267,-1.24643998358185,0.235498416723972,0.787353711591642,-5.34077076277082,"Not Significant"
"100129046","LOC100129046",-0.290041055917141,1.05136045038901,-1.24638952334569,0.235516313363059,0.787353711591642,-5.34082777605254,"Not Significant"
"29927","SEC61A1",-0.217856881856723,8.14370500413988,-1.24627564373181,0.235556706809616,0.787353711591642,-5.34095643820499,"Not Significant"
"85457","KIAA1737",-0.19460175900294,4.72815938009405,-1.24626850640889,0.235559238623227,0.787353711591642,-5.34096450171295,"Not Significant"
"22796","COG2",-0.190409509929883,4.60807108136757,-1.24602025170957,0.235647315164226,0.787353711591642,-5.34124494952532,"Not Significant"
"5743","PTGS2",0.265488782339165,9.7985323614961,1.24600059287086,0.235654290903947,0.787353711591642,-5.34126715584907,"Not Significant"
"55356","SLC22A15",0.303893007222127,1.61434120856217,1.24578534422288,0.235730680443749,0.787353711591642,-5.34151027986989,"Not Significant"
"285368","PRRT3",0.298343325516786,1.7225007322291,1.24569166218603,0.235763933385411,0.787353711591642,-5.3416160839707,"Not Significant"
"207063","DHRSX",0.201770301353086,4.12178248391548,1.24560397927723,0.235795060282072,0.787353711591642,-5.34171510715718,"Not Significant"
"2086","ERV3-1",-0.20617308656935,5.58482902703912,-1.24516749466537,0.235950058251869,0.787524861874424,-5.34220796406685,"Not Significant"
