"Term","pathway","ES","NES","pval","padj","size","LeadingEdgeGenes"
"Humoral Immune Response","GOBP_HUMORAL_IMMUNE_RESPONSE",0.262003782054694,0.882982224483942,0.719812426729191,0.869483769252537,124,"C7;TF;C5;SUSD4;CFH;ANG;CXCL6;BCL2;RNASE4;LEAP2;CFB;REG3G;C3;SERPING1;EXO1;FCGR2B;PLA2G6;C1QC;GATA6;TOR2A;C6;C1R;MASP2;ALOX5;CLU;C2;BCL3;HLA-DRB1;C1QB;HMGN2;C1S;SPON2"
"Release of Sequestered Calcium Ion into Cytosol by Endoplasmic Reticulum","GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM",-0.269527357126523,-0.845801533706751,0.720538720538721,0.870061061029692,29,"NOL3;RYR2;ASPH;ITPR1;FKBP1A"
"b Cell Apoptotic Process","GOBP_B_CELL_APOPTOTIC_PROCESS",-0.282063742409764,-0.838236325829653,0.723076923076923,0.872524480675735,23,"FNIP1;CRKL;LYN;MIF;TNFRSF21;HSH2D"
"Endothelial Cell Development","GOBP_ENDOTHELIAL_CELL_DEVELOPMENT",0.277866125171204,0.855353560226777,0.724489795918367,0.872524480675735,61,"ID1;PTPRS;AMOTL2;NOTCH4;ZDHHC21;S1PR3;HPSE;EDNRB;TJP2;VCL"
"Glycoprotein Metabolic Process","GOBP_GLYCOPROTEIN_METABOLIC_PROCESS",0.250735402682195,0.905724166579326,0.723809523809524,0.872524480675735,292,"B3GNT7;ST8SIA1;CHST7;UST;CSGALNACT1;CHST1;VANGL2;IGF1;B3GALT5;ADAMTS12;RNF103;COL11A1;PAWR;HS3ST3A1;ADAMTS4;ST6GALNAC6;FBXO44;ST6GAL1;TMTC4;GALNT13;MEST;BCL2;TMEM106A;IDS;HPSE;CHST14;ST3GAL3;EDNRB;CHST10;B3GNT4;HBEGF;BMPR2;CHST12;MAN2B1;HS6ST1;HS3ST1;TCF7L2;AATF;EXT1;GANC;MGAT3;NECAB1;B4GALT5;RAMP1;FUT10;ADAMTS13;CANT1;NUDT14;NECAB2;CHSY1;IDUA;NECAB3"
"Negative Regulation of Transport","GOBP_NEGATIVE_REGULATION_OF_TRANSPORT",0.24988765379841,0.903464651802419,0.723336853220697,0.872524480675735,295,"SYTL4;ATP9A;SFRP4;HES1;NPY2R;FOXO1;CAMK2D;CRHBP;IRS1;ADRA2A;ABAT;SYT11;NRG1;ENPP1;GPM6B;ANK3;KCNQ1;SVIP;GRB10;BCL2;WNK3;MTMR2;FRMD4A;SESTD1;NEO1;INPP5K;SUFU;THBS1;PKIA;GOPC;GPR35;CNN2;TACR2;DLG4;GSK3A;INHBB;GABBR1;CD47;FCGR2B;RANGAP1;ANKRD13B;SYT1;GNAO1"
"Regulation of Leukocyte Migration","GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION",-0.21499177611736,-0.910255905929948,0.724137931034483,0.872524480675735,161,"TNFAIP6;P4HB;CCR2;MIA3;CD9;C1QBP;LYVE1;GPR18;IL33;CALR;CAMK1D;IL6R;MAPK1;RHOA;FADD;CRKL;ZP3;SLIT2;LYN;NEDD9;CD99L2;RARRES2;CCL20;MIF;PTK2B;MPP1;BST1;P2RX4;CHST2;RABGEF1"
"Regulation of Protein Ubiquitination","GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION",-0.216197830243827,-0.915362230977881,0.724137931034483,0.872524480675735,161,"PPIA;HSPA5;PINX1;PELI1;PARK7;ANGPT1;RBX1;FBXW7;EPM2A;NPM1;NHLRC1;HSP90AB1;ARRB1;NMI;CTNNB1;TBC1D7;AIMP2;GTPBP4;SH3RF2;DNAJA1;BMI1;RPS3;PDCD6;ARRDC4;GSK3B;PLAA;SENP2;FBXO4;BAG2;UBQLN1;CDC14B;UBE2V2;HSP90AA1;PTPN22;UBE2V1;TRIB3;HSPBP1;IP6K2;USP4;DNAJA3;NOD2;UBE2L3;RPS2;BAG5"
"Regulation of Ubiquitin Dependent Protein Catabolic Process","GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",0.256773522605293,0.880866116151417,0.724571428571429,0.872524480675735,150,"PRICKLE1;CBX4;TF;L3MBTL3;TGFB1I1;STK33;PLK1;QRICH2;CDK2;DDA1;CDK1;SUFU;CDC20;CSNK1E;GSK3A;AXIN1;PLK3;CDK5RAP3;SOCS5;IKBKG;ATXN3;PAQR3;DMWD;BAG6;FBXO32;FZR1;CLU;AXIN2;AKT1"
"Response to Acetylcholine","GOBP_RESPONSE_TO_ACETYLCHOLINE",0.31443972347732,0.837043129381078,0.724533715925395,0.872524480675735,27,"CHRNA7;CHRNB2;CHRNA10;RGS10;ROCK2;AGRN;GNA11;LYNX1;CHRNE;CDK5R1;CHRNB1;ACHE;EDNRA"
"Cellular Response to Carbohydrate Stimulus","GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS",0.260009029919351,0.868968430838699,0.7262044653349,0.873221963300638,115,"SOX4;CASR;LRP5;IGF1;ADRA2A;PIK3CA;ABCA12;ZBTB20;C2CD2L;UBTF;AGER;NPPA;PLA2G6;GAS6;LIN28A;SLC29A1;SRF;COLEC12;SMAD4"
"Fatty Acid Transmembrane Transport","GOBP_FATTY_ACID_TRANSMEMBRANE_TRANSPORT",0.333187205684898,0.809277298932914,0.726726726726727,0.873221963300638,17,"ABCD4;THBS1;CPT1A;AKT2;AKT1;SLC27A1"
"Immunological Memory Process","GOBP_IMMUNOLOGICAL_MEMORY_PROCESS",0.343127244969043,0.807292732856131,0.727134146341463,0.873221963300638,15,"TNFSF4"
"Mrna Splice Site Recognition","GOBP_MRNA_SPLICE_SITE_RECOGNITION",0.309280006534211,0.845518861520572,0.727144866385373,0.873221963300638,30,"SF3A2;SFSWAP;PSIP1;LUC7L2;SF1;CELF6;LUC7L;SF3A1"
"Negative Regulation of Potassium Ion Transport","GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT",0.333131860667807,0.809142871604445,0.726726726726727,0.873221963300638,17,"ANK3;KCNQ1"
"Nucleus Localization","GOBP_NUCLEUS_LOCALIZATION",0.30994806165016,0.847345210424918,0.727144866385373,0.873221963300638,30,"SYNE2;CEP120;CDK9;LMNA;SUN1;SIRT1;DCTN1"
"Positive Regulation of Binding","GOBP_POSITIVE_REGULATION_OF_BINDING",0.307677804499033,0.845427854105311,0.726256983240223,0.873221963300638,31,"HES1;IGF1;TRIM6;KDM4D"
"Positive Regulation of Synaptic Transmission Glutamatergic","GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC",0.33395957609404,0.811153306858253,0.726726726726727,0.873221963300638,17,"IQSEC2;TSHZ3"
"Regulation of Multicellular Organism Growth","GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH",-0.25455356179444,-0.880151862327349,0.727678571428571,0.873264143787011,50,"STC2;IGF2;BBS4;MKKS;PPIB;GPAM;SUV39H1;PLS1;GPR21;GNAS;MFSD2A;GAMT;AFG3L2;ZMPSTE24;STAT3;SOD1;FTO;STAT5B"
"Synaptic Transmission Gabaergic","GOBP_SYNAPTIC_TRANSMISSION_GABAERGIC",0.307515130156524,0.844980862420197,0.727653631284916,0.873264143787011,31,"GABRB1;PLCL1"
"Negative Regulation of Intracellular Protein Transport","GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",-0.265530738401853,-0.85004968420682,0.728301886792453,0.873712845696562,35,"PARK7;ANGPT1;YOD1;DERL2;UBE2J1;INSIG1;UBAC2;UFM1"
"Regulation of Inflammatory Response to Antigenic Stimulus","GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",-0.262295361751107,-0.861309332048849,0.729007633587786,0.874260096014384,39,"PSMA1;PARK7;ZP3;LYN;MKRN2;GPX1;PSMB4;GNAS;CD28"
"Male Gamete Generation","GOBP_MALE_GAMETE_GENERATION",0.248573940533304,0.916578202684569,0.731006160164271,0.876056989071311,418,"FSHR;ASPM;KIFC1;ZBTB16;CCNB1IP1;PARP11;KLC3;MERTK;ACE;AGFG2;SKIL;SFMBT1;TUBA8;STK33;HMGB2;ING2;CEP57;DHH;DNMT3A;KIF18A;POC1A;CCDC159;FANCG;CCDC136;CADM1;ZNF449;SUFU;SPATA20;MCM8;AXL;HOOK1;WIPF3;HSPA2;MOV10L1;FSIP2;TESK1;CATSPERG;DND1;RBM46;CLDN11;INHBB;TDRD12;INPP5B;PIWIL3;TESK2;SOX9;TTC21A;ATRX;TTLL3;PLEKHA1;PATZ1;DPY19L2;TYRO3;EHMT2;TSGA10;BRCA2;ASF1B;MAST2;BAG6;CREB3L4;SUN1;CEP70;SMAD4;DZIP1;CNTLN;SIX5;IFT27;PTCH1;SBF1;PTTG1;BRD2;DNAH1;APOB;CHN2;MNS1;MYCBPAP;PYGO1;TSSK4;SHISA6;ATAT1;E2F1;CCNB1;PMFBP1;SIRT1;FOXJ2;KDM2B;ZSCAN21;GLI1;GGN;HMGA2;ZCWPW1"
"Positive Regulation of Isotype Switching","GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING",0.32411688232504,0.806234056987964,0.730827067669173,0.876056989071311,19,"TNFSF4;MAD2L2"
"Somatic Diversification of Immunoglobulins","GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS",0.275098294070226,0.833264251880029,0.731362467866324,0.876184242454081,55,"TNFSF4;POLQ;SAMHD1;IL10;MSH6;MAD2L2;EXO1;POLM;NFKBIZ"
"Bone Mineralization","GOBP_BONE_MINERALIZATION",0.265742619250987,0.853583960574375,0.732098765432099,0.876466840501928,87,"PRICKLE1;IGF1;ENPP1;GPM6B;LTBP3;COL6A1;KLF10;FOSL2;BMPR2;BCOR;SOX9;ACVR2B;ERCC2;SMPD3;FGFR2;PHEX;ALOX5;AXIN2;ECM1;WNT4;DDR2;GREM1;SLC20A2;FAM20C;RXRB"
"Positive Regulation of Dna Metabolic Process","GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS",0.249626595048794,0.892964554307547,0.731969860064586,0.876466840501928,235,"TNFSF4;DPF3;PDGFB;CCNA2;SMARCC2;BRCA1;BCL7A;FOXM1;CDK2;PRKCG;FGFR1;CDK1;E2F8;DPF2;PRKCQ;SMARCA2;CHTF18;KLF4;PRKD2;KDM4D;TNFAIP1;AGER;EGFR;MAD2L2;MAP2K7;ATRX;POLG2;BRD7;ERCC2;CIZ1;TRIM28;INO80E;ARID2;DBF4B;ACD;NAF1;E2F7;AKT1;ARID1B;SLX4;NEK2;ARID1A;UIMC1;BRD8;ACTR8;SIRT1;CDC7;GLI1;ZCWPW1;DDX11;BRPF3;KAT7;KCTD13;TNKS;SMARCC1;FAM168A;SPIRE1;SMARCD1;RNF126;MGMT;EXOSC6;RAD51AP1;CTC1;RFC2;MORF4L2;WRAP53;TERF2IP;MAPK3;SETMAR;CD40;MAP3K4;NEK7;TINF2;PPP1R10;CDC25A;BABAM1;HMGB1;NFRKB;KAT5;YEATS4;INO80B;ACTB;TFPT;STAT6;PDGFRB;ING3;SMARCE1"
"Amino Acid Import Across Plasma Membrane","GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE",0.29443172765103,0.834114148432137,0.73433242506812,0.878676815579953,38,"SLC38A4;SLC6A13;SLC36A1;SLC1A3;SLC16A2;SLC43A1;SLC7A8"
"Cellular Response to Unfolded Protein","GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN",0.265303330759694,0.864443680501358,0.734939759036145,0.878676815579953,94,"AKT3;CREBZF;DAB2IP;ATF3;TMTC4;PIK3R1;MBTPS1;ATF6B;PPP1R15A;PARP6;CDK5RAP3;BOK;AATF;DDIT3;NCK2;AKT2;ERMP1;AKT1;OPTN;SIRT1;DERL3"
"Membrane Protein Ectodomain Proteolysis","GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS",0.287869962519541,0.837840199636833,0.735449735449735,0.878676815579953,42,"ADRA2A;SH3D19;IL10;PRKCQ;SPPL2B;RBMX;SPPL3;TSPAN17;DAG1;TIMP3"
"Phosphatidylserine Metabolic Process","GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS",-0.303775328884009,-0.840954112584368,0.735119047619048,0.878676815579953,17,"OSBPL10;LPCAT3"
"Positive Regulation of b Cell Differentiation","GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION",0.339712431911747,0.799258530368171,0.734756097560976,0.878676815579953,15,"IL10;MMP14"
"Positive Regulation of Cellular Extravasation","GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION",-0.307901183494034,-0.837739885925755,0.735294117647059,0.878676815579953,16,"CCR2;LYVE1;FADD;CD99L2"
"Mhc Class Ii Biosynthetic Process","GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS",0.330394384658819,0.802493825204558,0.735735735735736,0.87871667648575,17,"TMEM106A;IL10"
"Negative Regulation of t Cell Mediated Immunity","GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",-0.276307253177917,-0.836597395354797,0.736363636363636,0.87871667648575,24,"HLA-G"
"Positive Regulation of Inflammatory Response","GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",-0.219143208382857,-0.91893221052106,0.736486486486487,0.87871667648575,130,"ETS1;CTSC;PTGER3;CCR2;PARK7;CASP3;MAP3K8;C2CD4A;IL1RAP;IL33;MAPK1;ADORA2B;NMI;ZP3;GBP5;ZDHHC9;CREB3L3;CD28;OSMR;STAT3;CCR1;PDCD4;IL1RL1;AIM2;TLR2;TTC1;CEBPA;STAT5B;CASP4;RPS19;NKG7"
"Regulation of Cell Killing","GOBP_REGULATION_OF_CELL_KILLING",0.26797856337852,0.852357437328509,0.73625,0.87871667648575,80,"NOS2;TGFB2;AZGP1;CFH;CXCL6;IL10;CADM1;AGER;FCGR2B;DNASE1;CLU;CX3CR1;CEACAM1;LGALS9;LAG3;IL11;HLA-DRB1"
"Positive Regulation of b Cell Mediated Immunity","GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY",0.306336038751764,0.822984904404498,0.7378223495702,0.879411939620419,28,"TNFSF4;C3;MAD2L2"
"Positive Regulation of Organelle Assembly","GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY",0.27219537560597,0.856565730350144,0.737766624843162,0.879411939620419,75,"FSCN1;NUMA1;CEP120;KCTD17;WDR45;PAN2;SPAG5;ULK1;PLK4;CROCC;DZIP1;MNS1;CCDC15;MARK4;ARHGEF5;STIL;CCP110;TTBK2;TRIM32;MAPK9;WRAP73;ATG2A;SNX18;IFT88;UBAP2L"
"Regulation of Reactive Oxygen Species Metabolic Process","GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",-0.223913809837539,-0.921561321162265,0.7375,0.879411939620419,120,"MT3;DUOXA2;SOD2;VDAC1;HK2;PARK7;PDK3;RHOA;ROMO1;NDUFC2;GSTP1;AKR1C1;CBR1;SLC25A33;SHC1;PRCP;PRDX2;SLC5A3;BST1;TRAP1;PARL;STAT3;SLC18A2;CRYAB;FOXO3;SOD1"
"Regulation of Cholesterol Storage","GOBP_REGULATION_OF_CHOLESTEROL_STORAGE",-0.307250358869287,-0.835969117328162,0.738235294117647,0.879604841936775,16,"SCARB1;ABCA1"
"Negative Regulation of Adaptive Immune Response","GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",0.279311568248839,0.839514986356822,0.738961038961039,0.87987101273981,52,"TNFSF4;SUSD4;ZBTB7B;FCGR2B;IL18;IL20RB;CEACAM1;LGALS9;LAG3;NDFIP1;SMAD7;LOXL3"
"Nuclear Export","GOBP_NUCLEAR_EXPORT",-0.213524263671046,-0.908505998762233,0.738805970149254,0.87987101273981,152,"CETN2;XPOT;XPO5;PARK7;PTPN11;RAN;AGFG1;STRADB;CALR;NPM1;ERH;SSB;NUP153;RANBP1;MAGOHB;ZC3H11A;NCBP2;NUP155;ATXN1;CSE1L;MAGOH;NUP188;GSK3B;SMG5;NUTF2;THOC7;EIF4E;HSPA9;ANP32B;YWHAE;CETN3;FYTTD1;NUP160;DHX9;SDAD1;XPO6;DDX19B;RAE1;NMD3;THOC3"
"Antigen Processing and Presentation of Exogenous Peptide Antigen via Mhc Class Ii","GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II",0.317134637576646,0.819488788582804,0.739583333333333,0.880312747763054,24,"HLA-DRB5;FCGR2B;CTSF;HLA-DRB1;TRAF6;HLA-DMB;CD74;HLA-DQA1;HLA-DOA"
"Erythrocyte Homeostasis","GOBP_ERYTHROCYTE_HOMEOSTASIS",-0.217521633109181,-0.906347840813111,0.74,0.88036165154613,125,"ETS1;INHA;SFXN1;CASP3;BBS4;PRDX1;TGFBR3;B2M;SH2B3;CEBPG;SLC1A5;HEATR3;LYN;TMOD3;TCEA1;MAFB;IREB2;SLC11A2;STAT3;RPS24;HSPA9;PRKDC;RPS17;FOXO3;SLC25A40;RPS14;STAT5B;RPS19;ACVR2A;TMEM14C"
"Negative Regulation of Small Molecule Metabolic Process","GOBP_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS",0.271380678459209,0.851891024261434,0.740554156171285,0.88036165154613,74,"SIK1;DDIT4;PLIN5;IER3;BRCA1;WDTC1;SNAI2;TP53;SCAP;SOX9;MST1;C1QTNF3;AKT1;CEACAM1;DCAF5;SIRT1;WNT4"
"Positive Regulation of Calcineurin Mediated Signaling","GOBP_POSITIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING",0.325988619355203,0.800891345655155,0.740629685157421,0.88036165154613,18,"IGF1;CHP2;CAMTA1;SPPL3;ERBB3"
"Regulation of Generation of Precursor Metabolites and Energy","GOBP_REGULATION_OF_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",0.261464705709183,0.86527248592029,0.740213523131673,0.88036165154613,103,"NOS2;DDIT4;IRS1;IGF1;SORBS1;ENPP1;INSR;IER3;PIK3CA;GRB10;CDK1;INPP5K;ZBTB20;TP53"
"Positive Regulation of Nf Kappab Transcription Factor Activity","GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY",0.272636412552373,0.851586542043526,0.741071428571429,0.88049305232263,69,"PRKCZ;RTKN2;ARHGEF2;RPS6KA5;TRAF2;PRKCQ;PRKD2;RNF31;AGER;IKBKG;IL18;CLU;LGALS9;ERC1;RPS6KA4;PRKD1;RBCK1;TRAF6;CARD9;CLOCK;SPHK1;CARD11;MTPN"
"Positive Regulation of Protein Containing Complex Assembly","GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY",0.252980570069945,0.876496621242276,0.741242937853107,0.88049305232263,162,"CASR;FSCN1;HIP1R;FCHSD1;NRG1;PPP2R5B;DAB2IP;NUMA1;BMF;PAK1;ZDHHC1;KCNK6;TP53;AMBRA1;CDC42EP1;AKAP9;MAVS;FERMT2;NCK2;CLASP1;CLU;ATAT1;BAIAP2L1;MARK4;DCTN1;TAL1;PRKD1;ARHGEF5"
"Vacuolar Localization","GOBP_VACUOLAR_LOCALIZATION",0.273332390302217,0.851736373166066,0.741687979539642,0.880723048246565,68,"SYTL4;NR4A3;GAB2;RAB3A"
"Positive Regulation of Dna Repair","GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR",0.257622732545,0.860993257493577,0.742655699177438,0.880976266244012,115,"DPF3;SMARCC2;BRCA1;BCL7A;FOXM1;PRKCG;DPF2;SMARCA2;KDM4D;AGER;EGFR;MAD2L2;BRD7;TRIM28;INO80E;ARID2;ARID1B;ARID1A;UIMC1;BRD8;ACTR8;SIRT1;ZCWPW1;DDX11;SMARCC1;FAM168A;SPIRE1;SMARCD1;RNF126;MGMT;RAD51AP1;MORF4L2;WRAP53;SETMAR;BABAM1;HMGB1;NFRKB;KAT5;YEATS4;INO80B;ACTB;TFPT;ING3;SMARCE1;CREBBP;FANCB"
"Regulation of Microtubule Polymerization","GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION",0.274247865807895,0.831708702476658,0.742268041237113,0.880976266244012,56,"STMN1;CLIP3;NUMA1;PAK1;MAPRE3;GBA2;AKAP9;CLASP1;DCTN1;HAUS4;CDK5R1;HAUS7;HAUS1;ABL1;GIT1;CKAP5;HAUS5;MECP2;CLASP2;ANKRD53;PSRC1"
"Stress Activated Protein Kinase Signaling Cascade","GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE",0.278265633411848,0.825343515546152,0.742483660130719,0.880976266244012,47,"FOXO1;TGFB2;MAPK8IP2;MAP3K5;FOXM1;SEMA4C;MAP2K7"
"Microvillus Organization","GOBP_MICROVILLUS_ORGANIZATION",-0.294142296579547,-0.822484202428137,0.743283582089552,0.881422609363474,18,"PTPN11;PODXL;RAPGEF6;PLS1;RAP2A;TNIK;GLDN"
"Olefinic Compound Biosynthetic Process","GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS",0.313893133572942,0.801048764297066,0.744082840236686,0.88177340641039,21,"STARD3;EGR1;DGKQ;WNT4;GGCX;CREB1;DAB2;CYP17A1;CYP19A1"
"Protein Polyubiquitination","GOBP_PROTEIN_POLYUBIQUITINATION",0.250877932670865,0.897889350436425,0.744060475161987,0.88177340641039,244,"UBE2QL1;UBE2C;DTX4;STK33;TRIM26;BRCA1;PIK3R1;DZIP3;UBE2S;BCL2;HUWE1;DDA1;TRAF2;TRIM8;TRIM6;AMBRA1;TNFAIP3;RNF31;KLHL3;SPSB3;NFE2L1;RUSC1;TOPORS;DCAF15;CBLB;AXIN1;SASH1;UBE2O;WSB1;IRF2BP1;UBE4B;WDR24;ZNF738;DTL;FZR1;BARD1;RNF146;ANAPC2;SHPRH;RNF180;TCF25;IL17RC;RNF123;ARIH2;ASB3;RBCK1;WWP2;TRIM62;MKRN1;TNKS;RNF39;RFFL;FBXO7;CHFR;UBE2T;SMURF1;TRAF6;RNF126;CBL;MGRN1;IL17RB;UBR5;UBE2Q1"
"Cell Cell Recognition","GOBP_CELL_CELL_RECOGNITION",0.285087621014391,0.829742246166003,0.744708994708995,0.882216979528444,42,"CLEC4M;CLGN;ST6GALNAC6;SPESP1"
"Negative Regulation of Hemopoiesis","GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS",0.258990114453469,0.856807452943855,0.745305164319249,0.882624743275973,99,"LRRC17;TNFSF4;ERBB2;TMEM176B;FSTL3;PIK3R1;ZBTB7B;TMEM176A;IRF1;CDK6;MDK;TLR3;FCGR2B;CLDN18;SOCS5;C1QC"
"Regulation of Mast Cell Degranulation","GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION",0.313222210130457,0.799336581592008,0.745562130177515,0.882630666445365,21,"GAB2;ADORA3;SPHK2;LGALS9;CD84"
"Cyclic Nucleotide Metabolic Process","GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS",0.305892636096785,0.828470573622857,0.746099290780142,0.882968180946904,29,"ADCY1;PDE9A;PDE4C;ADCY3;NPPA;ADCY2;ADCY6;PDE7A;PDE2A;GUCY1A2;ADCY5;PDE5A;PDE8B;AMPD2"
"Phosphatidylethanolamine Metabolic Process","GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS",-0.300875999069829,-0.832927775027824,0.74702380952381,0.88316719701718,17,"LPIN1;PCYT2;ABHD4;MFSD2A;PNPLA8;ETNK1;CHKA"
"Positive Regulation of Rho Protein Signal Transduction","GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION",0.315403263686783,0.815014848106199,0.74702380952381,0.88316719701718,24,"MCF2L;ERBB2;PLXNB1;FERMT2;F2R;SYNPO2L"
"Trabecula Formation","GOBP_TRABECULA_FORMATION",-0.300080983709946,-0.830726900325728,0.74702380952381,0.88316719701718,17,"TEK;TGFBR3;FBN2;FKBP1A"
"Negative Regulation of Monoatomic Ion Transmembrane Transport","GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT",0.277078534869315,0.821822548647074,0.747712418300654,0.883683063868822,47,"CAMK2D;ANK3;KCNQ1;BCL2;SESTD1;GOPC;GPR35"
"Leukocyte Chemotaxis","GOBP_LEUKOCYTE_CHEMOTAXIS",0.251917524945308,0.875814599241772,0.748597081930415,0.884430211805142,169,"WNT5A;TNFSF11;PGF;TGFB2;PDGFB;C5;DUSP1;ITGA9;CXCL6;IL10;CMKLR1;THBS1;EDNRB;C3;GPR35;MDK"
"Cd4 Positive or Cd8 Positive Alpha Beta t Cell Lineage Commitment","GOBP_CD4_POSITIVE_OR_CD8_POSITIVE_ALPHA_BETA_T_CELL_LINEAGE_COMMITMENT",0.30347050876731,0.821910555560172,0.748936170212766,0.884532503120472,29,"SOCS3;BCL2;JAK1;BRD2;LOXL3;BRAF;ZFPM1;STAT6;IL6ST;MTOR;BRD4"
"Immune Response Regulating Signaling Pathway","GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY",0.24600657614529,0.909919792240509,0.75,0.885329597370763,469,"CACNB3;NOS2;CASR;NR4A3;PAK3;CD24;BTNL9;PTPRS;C1QTNF4;EIF2B2;PAWR;KCNJ8;MAPK10;DAB2IP;PIK3CA;PIK3R1;FOXP1;BCL2;RFTN1;PAK1;IRF1;IFI35;GDI1;ZDHHC1;GRAMD4;KCNK6;TRAF2;CMKLR1;FYN;TRIM11;ZCCHC3;PRKCQ;FOSL2;REG3G;C3;DGKZ;PRKD2;TNFAIP3;RNF31;SPSB3;TSPAN6;NLRC3;CBLB;LIMK1;MAP2K7;TLR3;CD47;FCGR2B;PLA2G6;IRF7;IKBKG;PLEKHA1;MAVS;TYRO3;DENND1B;BAG6;LRCH4;SPPL3;ESR1;MASP2;LPXN;NFKBIZ;CMTM3;AKT1;ERMAP;IL20RB;CEACAM1;LGALS9;BLVRA;CD22;RELA;PIGR;ATAT1;NFKBIA;C3AR1"
"Negative Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator","GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",0.309793796731572,0.783242846052362,0.750369276218611,0.885329597370763,20,"ING2;BCL2;KDM1A;SIRT1;PTTG1IP"
"Response to Nutrient","GOBP_RESPONSE_TO_NUTRIENT",0.256206331578052,0.857226374778184,0.750294464075383,0.885329597370763,117,"CASR;PIM1;LRAT;KANK2;ALDH1A2;VCAM1;F5;DNMT3A;PDK2;MN1;ASS1;LPL;CPT1A;SNAI2;IGFBP2;SCAP"
"Negative Regulation of Interleukin 6 Production","GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",0.295825888059162,0.826015375632688,0.751020408163265,0.885799491513777,34,"SYT11;IL10;TNFAIP3;NLRC3;SOCS5;GAS6;ELF4;C1QTNF3"
"Negative Regulation of Lipid Biosynthetic Process","GOBP_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS",-0.251691248181456,-0.8510496949235,0.752066115702479,0.886556643501262,45,"APOC1;LPIN1;TMX1;APOE;FBXW7;PRKAA1;INSIG2"
