id,Unnamed: 1,C1,C2,C3,C4,C5,P1,P2,P3,P4,P5
1470,CST2,114.16,118.98,75.63,93.2,89.41,115.73,17.91,40.71,28.32,123.77
147007,TMEM199,8.44,7.73,11.05,7.52,7.48,12.88,9.1,8.21,9.04,11.61
147011,PROCA1,0.79,0.35,0.37,0.2,0.48,1.22,1.65,0.87,0.49,0.14
147015,DHRS13,1.99,4.44,1.15,1.23,1.88,0.85,0.69,2.09,1.0,2.31
147040,KCTD11,8.33,6.02,5.15,4.37,5.2,5.94,6.77,7.17,7.75,7.62
147081,C17orf69,1.02,0.48,0.39,0.54,0.79,1.33,1.17,0.96,0.76,1.16
147093,LOC147093,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,CST3,215.98,143.6,153.9,151.74,163.02,170.66,93.69,153.7,149.63,219.02
147111,NOTUM,0.0,0.0,0.74,0.0,0.02,0.11,0.02,0.02,0.0,0.0
147138,TMC8,2.94,11.07,2.1,6.77,6.63,4.36,3.75,8.36,2.36,5.15
147166,TRIM16L,1.24,4.2,2.56,5.03,6.44,2.26,2.04,1.7,1.99,1.12
147172,LRRC37BP1,21.82,15.83,16.36,16.43,19.27,15.41,21.92,18.4,19.06,11.55
147179,WIPF2,39.05,39.81,31.37,36.53,38.29,34.21,42.07,42.36,42.22,28.72
147183,KRT25,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.0
147184,TMEM99,2.97,3.82,4.08,4.69,3.62,4.08,2.72,4.73,1.73,3.67
147199,SCGB1C1,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0
1472,CST4,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
1473,CST5,0.09,0.37,0.25,0.24,0.22,0.38,0.03,0.0,0.27,0.52
147323,STARD6,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147339,C18orf25,62.11,47.43,59.45,56.12,65.19,44.32,48.81,69.1,44.12,35.16
147372,CCBE1,176.84,134.35,183.62,175.17,175.38,232.48,210.27,160.55,127.8,110.04
147381,CBLN2,0.5,1.55,0.58,1.39,1.28,1.92,0.68,1.65,1.25,1.2
1474,CST6,0.02,0.0,0.0,0.0,0.06,0.0,0.05,0.04,0.0,0.0
147407,MCART2,0.25,0.0,0.08,0.0,0.04,0.08,0.12,0.07,0.0,0.04
147409,DSG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0
147429,CHST9-AS1,3.22,1.93,1.63,1.61,2.5,1.94,2.14,3.23,2.25,1.68
147463,ANKRD29,1.54,0.75,3.01,1.74,1.59,3.05,2.24,1.18,1.82,0.9
147495,APCDD1,0.39,0.53,0.43,0.06,0.34,0.6,0.4,0.98,0.61,0.34
1475,CSTA,0.82,6.63,1.57,4.5,2.69,1.03,1.14,3.38,1.56,2.61
147525,C18orf18,0.13,0.32,0.37,0.0,0.2,0.45,0.19,0.22,0.24,0.48
1476,CSTB,29.92,26.15,35.16,26.36,19.07,26.56,21.66,24.57,28.2,22.83
147645,VSIG10L,2.36,2.01,0.62,1.43,1.11,0.53,1.11,1.43,1.02,1.1
147646,LOC147646,0.0,0.16,0.08,0.06,0.29,0.08,0.2,0.1,0.43,0.0
147650,NCRNA00085,2.17,1.1,0.76,0.59,0.81,1.54,2.73,2.6,1.25,0.56
147657,ZNF480,6.79,10.19,6.8,12.62,10.37,12.42,12.19,9.6,10.34,9.6
147658,ZNF534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
147660,ZNF578,2.72,4.22,3.13,2.77,3.7,2.05,5.04,4.47,6.14,2.26
147664,ERVV-1,7.92,5.8,5.11,4.29,6.74,7.41,7.27,9.38,4.62,4.19
147670,LOC147670,8.31,4.65,6.41,3.41,8.63,6.3,6.91,12.4,6.77,2.61
147685,C19orf18,0.14,0.51,0.37,0.03,0.28,0.09,0.45,0.12,0.41,0.0
147686,ZNF418,2.4,3.1,1.67,2.49,2.49,2.11,3.35,2.7,2.66,0.58
147687,ZNF417,10.12,11.84,10.57,13.73,18.15,10.96,17.31,17.61,12.14,8.52
147694,ZNF548,24.52,40.64,28.5,31.71,34.41,39.38,40.99,45.66,31.64,39.09
147699,PPM1N,0.25,0.37,0.0,0.17,0.45,0.64,0.68,0.46,0.43,0.08
1477,CSTF1,7.2,14.38,11.5,10.14,11.93,13.48,12.85,12.79,12.49,12.67
147700,KLC3,2.97,2.09,2.47,1.53,2.87,4.15,2.93,4.99,4.05,3.85
147710,IGSF23,0.04,0.08,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0
147719,LYPD4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
147727,LOC147727,4.55,3.66,3.61,2.26,4.47,5.55,3.32,4.35,2.63,2.81
147741,ZNF560,0.14,0.11,0.08,0.11,0.13,0.0,0.03,0.16,0.0,0.0
147746,HIPK4,0.29,0.11,0.29,0.21,0.21,0.6,0.45,0.26,0.11,0.0
147798,TMC4,0.21,0.05,0.1,0.34,0.13,0.45,1.14,0.2,0.14,0.4
1478,CSTF2,9.91,9.17,9.81,7.96,11.03,11.64,8.98,12.24,8.5,11.04
147804,LOC147804,5.91,5.72,11.81,5.5,9.19,9.91,12.87,10.58,6.44,3.47
147807,ZNF524,3.89,3.24,2.31,3.17,2.98,4.02,2.01,3.09,3.69,4.45
147808,ZNF784,3.87,4.12,2.06,2.09,2.56,3.63,3.92,4.38,3.5,4.89
147837,ZNF563,0.48,1.1,0.54,0.47,0.33,1.22,0.65,0.34,0.66,0.46
147841,SPC24,0.11,0.05,0.33,0.29,0.19,0.04,0.25,0.67,0.61,2.08
147872,CCDC155,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
1479,CSTF3,15.1,14.38,17.0,12.32,12.33,15.17,16.46,10.17,14.09,11.24
147906,DACT3,0.39,0.27,0.16,0.23,0.61,0.62,0.34,0.43,0.84,0.24
147912,SIX5,13.08,8.56,5.83,6.67,9.31,12.07,7.14,10.86,11.14,12.15
147920,IGFL2,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.0
147923,ZNF420,4.53,6.47,6.45,5.2,6.85,9.04,9.69,6.06,9.08,6.27
147929,ZNF565,3.21,3.93,3.28,3.16,2.74,4.91,3.49,4.19,3.7,2.41
147945,NLRP4,0.0,0.86,0.41,0.0,0.0,0.0,0.02,6.0,0.88,0.0
147947,ZNF542,8.49,12.94,15.33,12.34,13.53,9.89,13.81,13.68,7.89,6.63
147948,ZNF582,1.67,1.63,1.34,2.39,1.77,1.67,1.4,1.66,1.75,0.82
147949,ZNF583,3.33,5.83,7.36,5.19,4.0,6.58,4.61,4.88,4.09,4.25
147965,FAM98C,2.67,2.27,2.35,1.59,2.49,2.27,1.6,3.03,2.25,4.35
147968,CAPN12,4.85,1.82,1.05,2.1,1.23,1.54,3.96,2.0,1.04,0.36
147991,DPY19L3,139.45,158.04,188.13,181.3,158.09,109.64,145.67,186.87,155.29,105.29
148,ADRA1A,4.51,2.06,1.98,1.77,3.54,2.97,2.72,5.37,2.21,1.98
148003,LGALS16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
148014,TTC9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
148022,TICAM1,16.8,7.03,6.64,6.93,15.0,13.46,15.47,15.01,7.83,5.39
148046,C19orf23,2.94,2.19,1.09,1.5,2.0,2.82,2.27,1.84,2.74,2.02
148066,ZNRF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
148103,ZNF599,1.2,1.74,0.95,0.86,1.16,0.86,0.43,1.45,1.44,1.04
148109,FAM187B,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0
148113,CILP2,2.7,0.99,0.21,0.43,1.43,2.05,1.88,1.18,1.15,0.64
148137,C19orf55,6.0,1.98,3.36,2.44,2.79,6.15,4.81,3.94,3.39,1.54
148145,LOC148145,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
148156,ZNF558,21.98,20.88,26.67,21.98,27.21,21.54,32.0,27.48,27.68,16.86
148170,CDC42EP5,0.07,0.21,0.35,0.06,0.14,0.24,0.42,0.37,0.14,0.0
148189,LOC148189,3.19,4.14,4.14,2.81,3.51,3.59,2.92,3.09,2.97,2.04
148198,ZNF98,0.79,1.07,1.03,1.7,0.83,1.47,0.94,1.32,2.37,1.76
1482,NKX2-5,0.0,0.0,0.0,0.03,0.09,0.0,0.0,0.05,0.0,0.0
148203,ZNF738,9.83,8.66,7.19,8.19,9.47,8.99,10.04,12.73,11.42,8.4
148206,ZNF714,20.22,18.13,10.84,11.62,19.11,18.5,22.15,18.91,24.98,13.91
148213,ZNF681,5.37,6.98,4.64,7.32,5.77,6.71,7.27,8.01,7.24,4.05
148223,C19orf25,11.34,12.06,8.8,11.57,17.49,10.71,6.77,14.02,7.38,15.49
148229,ATP8B3,8.92,4.06,2.74,5.59,4.89,6.71,7.25,4.57,9.7,3.35
148252,DIRAS1,3.8,2.54,2.62,2.23,4.12,4.85,4.46,3.01,4.27,2.59
148254,ZNF555,16.41,12.75,11.15,11.99,19.19,15.94,15.86,19.69,13.4,9.7
148266,ZNF569,3.48,5.45,6.62,3.99,5.02,6.75,6.9,4.56,6.26,2.75
148268,ZNF570,4.26,4.81,6.06,3.96,3.81,2.65,4.6,5.37,5.07,4.43
148281,SYT6,0.11,0.0,0.08,0.0,0.26,0.23,0.34,0.32,0.33,0.24
148304,C1orf74,0.86,2.7,1.48,1.61,1.96,1.35,1.81,1.86,1.25,1.14
148327,CREB3L4,3.55,4.71,2.95,2.36,4.51,4.49,3.76,5.09,3.71,5.35
148345,C1orf127,0.0,0.0,0.16,0.06,0.02,0.0,0.0,0.12,0.0,0.0
148362,BROX,24.67,29.86,27.1,35.38,33.49,33.27,27.26,30.53,36.65,24.47
148398,SAMD11,0.34,0.13,0.25,0.2,0.42,0.23,0.88,1.78,0.87,0.82
148413,LOC148413,5.09,6.15,6.08,4.23,5.22,7.86,6.34,6.09,5.07,7.36
148418,SAMD13,0.0,0.75,0.08,0.17,0.35,0.15,0.54,0.26,0.3,1.64
148423,C1orf52,13.56,15.0,16.67,16.0,15.68,17.09,17.34,16.01,12.93,15.45
148479,PHF13,37.81,14.38,16.61,18.36,25.42,17.86,20.94,36.47,26.8,16.96
148523,C1orf51,4.25,4.79,2.31,4.8,3.23,4.04,3.72,4.25,3.81,8.56
148534,TMEM56,8.31,15.69,9.79,11.46,15.8,18.67,17.37,11.85,15.46,13.75
148545,NBPF4,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.12
148581,UBE2U,0.29,0.0,0.0,0.03,0.15,0.0,0.0,0.01,0.0,0.0
1486,CTBS,14.67,25.13,21.7,20.87,22.82,22.71,23.42,21.5,25.92,25.68
148641,SLC35F3,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.07,0.0,0.0
148696,LOC148696,3.08,3.69,1.69,3.17,1.75,1.45,3.26,2.84,1.77,3.63
1487,CTBP1,108.64,79.38,75.51,87.23,93.59,92.91,68.7,106.75,79.77,108.72
148709,LOC148709,2.1,0.94,0.68,0.34,0.83,1.64,1.31,1.45,0.68,0.92
148713,PTPRVP,0.32,0.8,0.49,0.11,0.58,0.23,0.88,0.73,0.11,0.16
148738,HFE2,0.0,0.03,0.04,0.0,0.0,0.04,0.06,0.09,0.0,0.0
148741,ANKRD35,0.07,0.05,0.0,0.0,0.1,0.0,1.67,0.12,0.0,0.0
148753,FAM163A,0.11,0.8,0.21,0.23,0.14,0.6,0.54,0.45,0.08,0.84
148789,B3GALNT2,46.61,46.01,42.06,33.25,48.04,30.73,30.12,41.4,31.35,30.55
1488,CTBP2,96.21,78.18,54.3,76.2,64.59,78.53,81.77,87.76,83.92,81.52
148808,MFSD4,1.76,1.23,1.26,1.29,2.01,3.78,3.44,2.46,1.61,1.52
148811,PM20D1,0.0,0.05,0.25,0.23,0.06,0.0,0.19,0.06,0.0,0.0
148823,C1orf150,0.0,0.27,0.0,0.56,0.21,0.0,0.0,0.14,0.0,0.44
148824,LOC148824,0.18,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.19,0.0
148867,SLC30A7,72.33,92.78,95.68,102.29,125.74,66.58,82.32,104.2,86.84,64.18
148870,CCDC27,0.2,0.0,0.02,0.0,0.04,0.0,0.06,0.1,0.0,0.0
148898,C1orf213,1.36,1.93,1.67,1.59,1.06,1.2,2.33,3.19,1.06,3.05
1489,CTF1,0.73,0.53,0.33,0.53,0.59,1.77,1.17,1.22,0.69,0.7
148930,KNCN,0.14,0.0,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0
148932,MOBKL2C,24.76,14.92,16.86,12.82,18.55,15.47,16.55,24.84,19.51,17.76
148979,GLIS1,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.04,0.0,0.28
1490,CTGF,78.8,46.79,88.35,79.48,51.12,81.96,63.81,110.51,162.35,66.27
149018,LELP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
149041,RC3H1,115.56,100.8,89.73,100.83,132.37,86.71,114.35,121.82,126.36,76.23
149047,MGC27382,0.0,0.0,0.0,0.06,0.0,0.0,0.02,0.0,0.0,0.0
149069,DCDC2B,4.08,4.68,3.77,2.19,3.47,6.79,4.17,5.23,4.13,2.89
149076,ZNF362,10.01,8.21,3.07,7.5,6.52,9.64,9.47,10.16,11.1,8.92
149086,LOC149086,0.0,0.0,0.0,0.06,0.01,0.0,0.03,0.02,0.0,0.0
149095,DCST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
1491,CTH,13.95,12.94,10.72,25.5,20.77,15.77,17.59,20.76,18.63,19.48
149111,CNIH3,0.21,0.37,0.06,0.14,0.43,0.45,0.06,0.43,0.24,0.82
149134,LOC149134,0.41,0.48,0.16,0.27,0.16,0.3,0.28,0.22,0.38,0.46
149175,MANEAL,9.46,5.37,4.84,4.09,9.19,8.23,8.16,11.51,8.17,5.21
149233,IL23R,1.4,1.98,0.41,1.27,2.25,2.35,2.45,1.5,0.72,0.02
149281,METTL11B,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0
149297,FAM78B,0.39,0.35,0.14,0.23,0.09,0.26,0.26,0.52,0.14,0.6
1493,CTLA4,0.39,1.5,0.54,0.97,0.8,0.0,0.39,0.77,0.24,0.44
149345,SHISA4,13.24,12.51,10.32,8.34,13.39,15.58,8.04,11.75,15.45,20.61
149371,EXOC8,28.37,32.22,28.11,34.28,40.13,30.98,35.14,36.84,34.82,26.68
149420,PDIK1L,3.37,6.23,3.46,3.94,3.74,4.87,3.9,3.33,3.28,4.29
149428,BNIPL,1.24,1.04,0.78,0.7,1.21,0.77,1.88,1.32,1.07,0.3
149461,CLDN19,3.94,0.45,0.66,0.13,1.56,0.98,2.25,1.81,0.56,0.08
149465,WDR65,0.18,0.11,0.08,0.0,0.07,0.0,0.15,0.22,0.16,0.0
149466,C1orf210,0.61,0.16,0.37,0.07,0.36,0.38,0.39,0.37,0.45,0.12
149473,CCDC24,2.33,3.42,1.69,2.34,4.55,3.21,2.56,3.52,1.83,3.19
149478,BTBD19,19.61,7.78,8.7,8.06,10.61,16.6,20.43,20.06,9.89,3.89
149483,CCDC17,3.64,0.96,1.81,1.57,2.54,2.37,2.24,2.92,2.41,0.5
149499,LRRC71,0.21,0.11,0.21,0.11,0.06,0.38,0.35,0.19,0.0,0.3
1495,CTNNA1,339.35,271.8,402.52,337.69,345.03,401.36,331.75,363.45,385.94,333.56
1496,CTNNA2,0.21,0.32,0.41,0.64,0.29,0.34,0.46,0.78,1.21,0.72
149603,RNF187,69.57,84.25,53.62,63.25,62.8,77.63,46.07,64.54,56.58,78.01
149620,RP11-165H20.1,0.14,0.29,0.21,0.03,0.51,0.36,0.46,0.53,0.04,0.0
149628,PYHIN1,0.21,2.65,0.33,4.23,0.67,0.71,1.64,1.55,0.95,0.4
149643,C1orf227,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.02,0.14,0.0
149647,FAM71A,5.84,0.78,1.83,1.87,1.6,12.71,12.87,7.01,4.65,6.96
149685,ADIG,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.04,0.05,0.08
149699,GTSF1L,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0
1497,CTNS,23.84,17.62,12.98,15.45,24.6,21.39,31.43,25.36,18.22,21.29
149708,WFDC5,0.48,0.0,0.04,0.2,0.09,0.19,0.0,0.09,0.0,0.06
149773,LOC149773,0.09,0.0,0.0,0.23,0.07,1.62,0.11,0.16,0.38,0.12
149775,GNAS-AS1,0.04,0.0,0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.0
149830,PRNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
149837,LOC149837,4.41,4.14,2.29,5.03,5.13,4.51,4.46,5.58,3.56,3.01
149840,C20orf196,0.7,1.66,1.55,1.91,1.5,2.33,1.13,1.33,1.35,0.8
1499,CTNNB1,595.67,674.85,623.21,680.09,610.81,564.54,457.13,534.98,572.07,647.07
149934,C20orf191,0.21,0.16,0.08,0.04,0.04,0.21,0.03,0.06,0.09,0.0
149951,COMMD7,20.94,19.52,24.56,23.86,31.25,25.4,23.08,32.42,19.69,25.06
149954,BPIFB4,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
149986,LSM14B,28.27,24.3,23.23,24.78,23.58,25.73,23.16,29.02,24.06,33.05
149992,ANKRD30BP2,0.36,0.78,0.45,0.19,1.24,0.53,0.88,1.18,0.23,0.16
149998,LIPI,0.0,0.05,0.0,0.0,0.15,0.0,0.2,0.04,0.0,0.2
15,AANAT,0.61,0.37,0.16,0.0,0.1,0.38,0.08,0.2,0.0,0.0
150,ADRA2A,1.61,0.83,0.0,1.0,0.83,1.94,1.1,2.89,1.98,3.85
1500,CTNND1,22.55,22.51,25.6,22.02,21.7,28.63,31.15,24.22,28.7,17.68
150000,ABCC13,0.0,0.8,0.0,0.0,0.16,0.0,0.12,0.09,0.0,0.0
150082,LCA5L,0.95,0.59,0.37,0.74,0.75,1.32,0.77,0.84,1.52,0.4
150084,IGSF5,1.02,0.16,0.27,0.4,0.49,0.43,0.69,0.99,1.33,1.72
150094,SIK1,49.28,33.58,27.06,36.61,33.1,60.0,73.08,99.99,73.42,69.39
1501,CTNND2,0.11,0.0,0.0,0.0,0.02,0.0,0.03,0.06,0.05,0.0
150135,C21orf129,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0
150142,NCRNA00318,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.05,0.0
150147,C21orf128,0.0,0.0,0.08,0.0,0.01,0.0,0.0,0.07,0.0,0.0
150159,SLC9B1,0.9,1.34,1.32,0.81,0.84,1.75,1.22,1.47,2.22,0.96
150160,CCT8L2,0.11,0.16,0.04,0.03,0.12,0.0,0.06,0.25,0.0,0.0
150165,XKR3,0.13,0.29,0.45,0.09,0.38,0.71,0.29,0.21,0.19,0.2
150197,LOC150197,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
150209,AIFM3,0.47,0.4,0.19,0.4,0.06,0.38,0.19,0.48,0.27,0.44
150223,YDJC,6.11,4.63,4.93,3.49,7.15,5.96,2.89,8.04,6.06,5.83
150244,ZDHHC8P1,5.62,1.18,1.67,1.93,2.38,4.12,2.89,2.53,2.52,4.43
150248,C22orf15,0.0,0.0,0.0,0.0,0.05,0.0,0.09,0.01,0.0,0.0
150274,HSCB,4.82,4.44,5.32,4.24,6.25,5.38,4.8,5.54,3.85,7.16
150275,CCDC117,33.62,34.94,33.18,39.09,36.47,32.86,39.77,32.93,36.27,27.7
150280,HORMAD2,0.14,0.0,0.08,0.0,0.1,0.0,0.0,0.1,0.34,0.0
150290,DUSP18,20.9,14.12,13.48,12.07,11.57,12.97,12.47,18.15,8.73,10.04
150291,MORC2-AS1,5.16,2.57,3.03,3.06,4.1,6.18,6.53,6.68,3.74,1.74
150297,C22orf42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
1503,CTPS,78.89,57.43,59.85,70.07,86.76,44.83,52.69,76.76,53.22,48.57
150350,ENTHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
150353,DNAJB7,1.13,0.48,0.45,0.2,1.1,0.17,1.47,0.79,0.5,0.08
150356,CHADL,0.91,0.51,0.33,0.26,0.79,0.77,0.2,1.11,0.33,1.84
150365,MEI1,0.25,0.75,0.21,0.66,0.45,0.3,0.54,0.94,0.3,0.34
150368,FAM109B,4.93,6.5,5.05,4.86,7.4,6.79,6.25,8.38,5.47,7.08
150372,NFAM1,3.53,39.81,4.93,8.29,18.27,7.14,6.39,24.42,5.03,9.6
150379,PNPLA5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0
150381,LOC150381,1.33,1.23,1.24,0.94,1.57,2.44,0.73,1.39,1.08,0.26
150383,C22orf40,3.01,5.83,2.89,3.24,4.8,2.71,2.22,5.09,1.52,8.74
150384,CN5H6.4,0.41,0.27,0.04,0.26,0.07,0.47,0.25,0.35,0.19,0.08
1504,CTRB1,0.7,0.11,0.0,0.0,0.11,0.13,0.29,0.14,0.05,0.0
150465,TTL,40.2,26.68,50.2,38.01,45.84,46.92,36.67,53.62,38.95,29.12
150468,CKAP2L,0.54,0.64,0.87,1.53,0.81,1.5,1.84,1.85,1.82,0.96
150472,CBWD2,7.09,6.15,9.71,8.42,5.99,7.59,8.32,6.43,8.41,8.06
150483,TEKT4,0.36,0.03,0.19,0.0,0.24,0.11,0.2,0.04,0.19,0.12
150538,FLJ32063,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.08
150568,LOC150568,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0
150572,SMYD1,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0
150590,C2orf15,0.18,0.08,0.04,0.11,0.11,0.04,0.23,0.37,0.05,0.4
1506,CTRL,0.72,0.61,0.35,0.24,0.79,1.22,0.91,1.16,0.27,0.78
150622,LOC150622,1.25,0.48,0.56,0.74,0.81,1.17,1.47,1.13,0.49,0.32
150677,OTOS,0.0,0.0,0.0,0.0,0.01,0.15,0.0,0.04,0.0,0.0
150678,MYEOV2,10.68,7.51,16.59,9.94,8.45,10.49,5.94,9.1,9.29,13.81
150681,OR6B3,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.01,0.0,0.0
150684,COMMD1,17.29,14.97,26.85,21.18,16.69,17.78,13.92,17.05,18.47,18.82
150696,PROM2,1.65,1.26,0.82,0.31,1.15,1.45,3.18,1.6,1.02,0.98
150709,ANKAR,1.95,3.48,2.56,2.46,2.06,3.55,3.38,2.45,4.81,3.05
150726,FBXO41,8.42,4.46,4.14,4.34,6.66,10.38,10.57,12.57,10.08,5.83
150737,TTC30B,3.44,4.09,3.85,3.97,4.18,7.93,3.67,3.86,6.04,6.05
150763,GPAT2,0.61,0.67,0.21,1.23,0.56,0.45,1.31,1.55,0.98,0.72
150771,ITPRIPL1,0.39,0.21,0.04,0.09,0.26,0.0,0.28,0.6,0.0,0.0
150776,LOC150776,13.81,6.47,7.07,5.46,6.94,11.82,12.9,9.48,8.96,4.03
150786,WTH3DI,0.0,0.4,0.43,0.21,0.5,0.64,0.11,0.47,0.18,0.12
1508,CTSB,501.39,461.68,456.53,432.86,580.07,563.02,361.18,622.39,361.27,456.41
150864,FAM117B,157.82,158.49,73.8,153.33,159.74,85.75,167.04,167.29,143.51,111.45
1509,CTSD,217.66,234.8,136.84,155.14,275.88,194.36,141.35,258.64,151.96,255.21
150921,TCF23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
150935,LOC150935,0.43,0.27,0.1,0.2,0.36,0.83,0.51,0.52,0.6,0.1
150946,FAM59B,1.63,0.64,0.84,0.81,1.27,0.71,0.94,1.7,1.41,1.26
150962,PUS10,7.49,9.87,10.98,12.09,10.48,10.53,14.5,14.42,13.75,7.66
150967,PKI55,3.48,4.71,3.19,4.8,4.05,3.48,3.87,4.09,6.72,3.43
150992,NCRNA00309,0.0,0.05,0.0,0.03,0.06,0.0,0.05,0.07,0.0,0.0
151,ADRA2B,0.07,0.11,0.21,0.03,0.26,0.19,0.43,0.67,0.19,0.42
1510,CTSE,0.0,0.0,0.12,0.0,0.0,0.08,0.68,0.14,0.0,0.1
151009,LOC151009,0.41,0.19,0.21,0.11,1.0,0.38,0.51,0.47,0.76,0.36
151011,SEPT10,100.1,77.27,138.69,104.05,106.99,115.89,101.15,111.45,125.44,78.23
151050,C2orf67,26.33,29.44,19.8,22.02,26.41,25.0,28.13,31.7,43.53,31.07
151056,PLB1,3.33,9.54,3.92,5.23,5.19,11.67,10.75,8.74,2.41,2.26
1511,CTSG,0.0,0.21,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
151112,ZSWIM2,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0
151126,ZNF385B,1.0,1.6,1.79,1.81,2.29,4.06,1.74,3.02,3.79,3.55
151171,LOC151171,0.07,0.05,0.04,0.06,0.02,0.0,0.22,0.21,0.53,0.0
151174,LOC151174,0.7,0.21,0.49,0.17,0.32,0.0,0.09,0.26,0.0,0.0
151188,ARL6IP6,10.91,10.8,10.94,12.13,10.44,10.02,8.07,10.14,13.96,21.81
151194,METTL21A,309.11,158.97,165.23,156.58,160.51,217.56,282.18,261.77,182.06,89.08
151195,CCNYL1,29.27,23.93,40.56,25.0,39.37,38.06,34.87,49.3,40.92,17.88
1512,CTSH,4.62,8.93,3.44,10.99,18.61,8.93,9.35,31.95,2.98,12.39
151230,KLHL23,0.04,0.32,0.08,0.09,0.24,0.06,0.22,0.32,0.27,0.0
151234,SULT1C2P1,0.18,0.21,0.0,0.0,0.01,0.04,0.23,0.17,0.0,0.0
151242,PPP1R1C,0.88,1.93,1.67,0.93,1.21,0.9,1.37,1.04,0.75,1.14
151246,SGOL2,2.54,4.06,2.49,2.76,4.04,3.74,3.83,3.18,2.25,2.31
151254,ALS2CR11,3.42,3.5,2.99,1.51,3.16,3.93,3.92,2.37,2.38,2.0
151258,SLC38A11,0.0,0.11,0.02,0.1,0.11,0.0,0.2,0.16,0.08,0.0
151278,CCDC140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0
151295,SLC23A3,0.77,0.43,0.21,0.96,0.5,0.26,0.57,1.16,0.12,0.36
1513,CTSK,9.96,10.69,8.88,7.42,10.89,9.08,12.31,13.22,10.39,8.94
151300,LOC151300,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
151306,GPBAR1,3.96,2.25,1.42,1.01,1.5,3.1,1.47,2.84,1.56,1.64
151313,FAHD2B,6.14,5.53,4.7,3.63,6.18,5.9,4.92,6.35,5.65,7.26
151325,MYADML,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0
151354,FAM84A,33.5,13.37,10.86,33.59,18.03,23.03,21.37,29.66,29.0,44.04
151393,FAM82A1,4.51,9.87,14.92,6.56,11.76,10.19,15.55,7.7,9.66,10.08
1514,CTSL1,91.18,103.6,140.26,129.86,163.02,106.84,95.14,152.52,97.87,117.44
151449,GDF7,0.54,0.72,0.49,0.43,0.74,0.49,0.37,1.3,1.75,1.2
151473,SLC16A14,1.15,0.72,1.59,0.83,1.43,2.56,2.56,1.66,0.33,0.92
